"PointID","OSEWellID","OSEWelltagID","HoleDepth","WellDepth","CasingDiameter","CasingDepth","CasingDescription","FormationZone","Meaning"
"NM-04666","","","","","","","","","Irrigation"
"NM-22400","","","","40","","","","110AVMB","Irrigation"
"NM-02647","","","","200","","","","110AVMB","Irrigation"
"NM-24210","","","560","560","","","","321SGDC","Domestic"
"NM-22990","","","40","40","","","","112SNTF","Unused"
"NM-27258","","","","60","","","","313QUEN","Livestock"
"NM-21505","","","165","165","","","","110AVMB","Irrigation"
"NM-23401","","","269","269","","","","321SGDC","Domestic"
"NM-14110","","","","500","","","","313SADR","Unused"
"SA-0441","","","","150","0.46875","","","","Shared domestic"
"NM-09161","","","","","","","","121OGLL","Livestock"
"NM-14396","","","","22","","","","110AVMB","Unused"
"JM-024","LRG-06247","","535","535","0.9800000190734863","","","","Unused"
"NM-01736","","","","1100","","","","110AVMB","Unused"
"NM-05960","","","","160","","","","110AVMB","Livestock"
"NM-15380","","","","","","","","121OGLL","Livestock"
"NM-18478","","","","","","","","231SNRS","Unused"
"NM-09422","","","216","215","","","","310YESOG","Domestic"
"ED-0240","","","","217","1.0833333730697632","","","110ALVM","Irrigation"
"NM-19591","","","","170","","","","231SNRS","Livestock"
"NM-13043","","","","33","","","","121OGLL","Unused"
"NM-21116","","","271","265","","","","112SNTF","Livestock"
"NM-24267","","","86","","","","","","Domestic"
"NM-19728","","","","200","","","","231SNRS","Domestic"
"NM-23506","","","192","192","","","","231CHNL","Unused"
"NM-12664","","","","","","","","313SADR","Unused"
"SM-0085","PN-00382 D","","155","155","0.41999998688697815","150","","300YESO","Commercial"
"SD-0132","X","","180","180","0.5","","","231CHNL/231SNRS","Domestic"
"NM-05654","","","","360","","","","110AVMB","Irrigation"
"WL-0141","RG-55604","","425","425","0.3499999940395355","425","","112QTBFppm","Domestic"
"NM-11739","","","","","","","","121OGLL","Unused"
"NM-10506","","","","773","","","","313GRBG","Irrigation"
"NM-18266","","","","95","","","","110AVMB","Irrigation"
"NM-04378","","","","150","","","","","Irrigation"
"NM-25635","","","","","","","","110AVMB","Domestic"
"NM-11173","","","","","","","","121OGLL","Livestock"
"NM-05414","","","","","","","","","Irrigation"
"NM-04120","","","","","","","","110AVMB","Irrigation"
"NM-22945","","","","90","","","","221MRSN","Livestock"
"NM-18402","","","","336","","","","121OGLL","Irrigation"
"NM-22610","","","185","185","","","","","Irrigation"
"NM-20561","","","","","","","","211DKOT","Livestock"
"NM-07555","","","121","","","","","","Livestock"
"NM-11732","","","","951","","","","313SADR","Irrigation"
"NM-13641","","","","336","","","","313ARTS","Domestic"
"WL-0088","X","","","","1","","","110ALVM/121GILA","Public supply"
"TC-433","RG-05845 X-2","","510","510","","","","","Domestic"
"NM-17969","","","","197","","","","110AVMB","Irrigation"
"NM-10281","","","","130","","","","121OGLL","Irrigation"
"NM-10234","","","","","","","","121OGLL","Livestock"
"NM-16718","","","143","143","","","","110AVMB","Irrigation"
"NM-22615","","","145","145","","","","110AVMB","Unused"
"QY-0704","","","129","129","1.3333333730697632","","","121OGLL","Irrigation"
"NM-27273","","","","400","","","","231SNRS","Livestock"
"NM-13998","","","","","","","","313SADR","Unused"
"NM-08668","","","","140","","","","110AVMB","Livestock"
"NM-11436","","","","","","","","110AVMB","Irrigation"
"NM-20300","","","210","210","","","","","Unused"
"TV-251","RG-66311","","280","280","0.3799999952316284","","","120SRVB","Domestic"
"NM-04515","","","","500","","","","110AVMB","Irrigation"
"NM-18059","","","","100","","","","231CHNL","Livestock"
"NM-25620","CR-02373","","172","172","","","","231DCKM","Domestic"
"NM-11386","","","18","18","","","","","Domestic"
"EB-047","RG-50352","","350","350","0.5","210","","400EMBD","Domestic"
"NM-12823","","","","51","","","","121OGLL","Domestic"
"NM-04389","","","","92","","","","","Livestock"
"NM-14422","","","","39","","","","313ARTS","Livestock"
"SM-0087","PN-00136","","200","200","","","","300YESO","Unused"
"NM-13599","","","","330","","","","231CHNL","Domestic"
"NM-26335","","","1458","1458","","","","211PCCF","Livestock"
"NM-03967","","","","","","","","","Irrigation"
"NM-01974","","","","","","","","","Domestic"
"NM-23153","","","","120","","","","313SADG","Domestic"
"NM-14242","","","","","","","","110AVMB","Livestock"
"SB-0627","X","","","611","","","","112HCBL","Unused"
"ED-0174","","","","88","0.4166666567325592","","","313CLBD","Domestic"
"NM-06766","","","","102","","","","313CPTN","Domestic"
"NM-19358","","","","105","","","","121OGLL","Irrigation"
"NM-17299","","","","112","","","","110AVMB","Irrigation"
"NM-23686","","","320","320","","","","310SGRC","Livestock"
"NM-08786","","","","70","","","","110AVMB","Irrigation"
"ED-0125","","","","","1","","","","Irrigation"
"NM-17003","","","","113","","","","110AVMB","Irrigation"
"WL-0284","?","","","","0.3799999952316284","","","","Domestic"
"NM-16163","","","","","","","","","Livestock"
"NM-05615","","","69","69","","","","110AVMB","Domestic"
"DA-0181","","","","565","","","","112SNTF","Livestock"
"TB-0308","T-02649","","170","170","","170","","","Domestic"
"NM-15453","","","","125","","","","121OGLL","Domestic"
"NM-07989","","","","78","","","","","Livestock"
"NM-09126","","","","","","","","","Unused"
"HS-013","HS-00209","","176","176","","","","","Commercial"
"WL-0329","E-00722","","","292","","","","","Public supply"
"NM-11507","","","","125","","","","121OGLL","Irrigation"
"NM-26650","","","","19","","","","110NTGU","Observation"
"NM-02497","","","","","","","","110AVMB","Irrigation"
"NM-08360","","","","90","","","","121OGLL","Domestic"
"NM-07064","","","350","","","","","110AVMB","Irrigation"
"NM-17061","","","","110","","","","110AVMB","Irrigation"
"NM-10254","","","","","","","","","Unused"
"NM-09981","","","","","","","","","Irrigation"
"NM-23133","","","20","20","","","","110AVMB","Observation"
"TV-103","RG-88886","","1000","1000","0.550000011920929","1000","","122OJOC","Shared domestic"
"NM-26257","","","220","220","","","","211OJAM","Livestock"
"TB-0038","X","","","","0.41999998688697815","","","180TKSCC_Upper","Livestock"
"NM-19511","","","","","","","","231SNRS","Livestock"
"NM-23342","","","","","","","","231CHNL","Livestock"
"NM-25103","","","","","","","","121OGLL","Livestock"
"NM-16803","","","","10","","","","110AVMB","Unused"
"NM-12799","","","","185","","","","110AVMB","Irrigation"
"DA-0120","","","","","","","","112SNTF","Unused"
"NM-02585","","","","","","","","110AVMB","Unused"
"TO-0039","","","","22","","","","110ALVM","Unused"
"NM-25992","","","","32","","","","110AVMB","Unused"
"NM-26038","","","","20","","","","110AVMB","Institutional"
"NM-14984","","","","17","","","","110AVMB","Livestock"
"SB-0556","X","","","1100","","","","210CRCS","Unused"
"SB-0269","X","","","0","","","","318BSVP","Domestic"
"NM-12471","","","","","","","","121OGLL","Unused"
"SB-0011","X","","","7290","","","","","Unused"
"NM-24949","","","","190","","","","121OGLL","Livestock"
"NM-23364","RG-68877","","200","200","","","","318ABOL","Domestic"
"ED-0074","","","","","0.6666666865348816","","","312RSLR","Livestock"
"NM-24521","","","","34","","","","110AVMB","Unused"
"NM-16843","","","","150","","","","","Domestic"
"SO-0107","","","","187","","","","112SNTF","Shared domestic"
"TO-0027","","","","135","","","","310YESO","Livestock"
"NM-12685","","","","","","","","231DCKM","Livestock"
"TB-0021","X","","100","100","0.6700000166893005","","","120TSBV_Lower","Irrigation"
"NM-07532","","","","32","","","","312RSLR","Unused"
"NM-05935","","","","190","","","","110AVMB","Unused"
"SB-0685","X","","","460","","","","112HCBL","Irrigation"
"NM-12248","","","","127","","","","121OGLL","Irrigation"
"NM-02289","","","","210","","","","110AVMB","Domestic"
"NM-14928","","","","184","","","","","Livestock"
"NM-12355","","","","170","","","","121OGLL","Irrigation"
"NM-20226","","","","","","","","110AVMB","Irrigation"
"NM-09475","","","","120","","","","121OGLL","Irrigation"
"NM-15065","","","","","","","","","Unused"
"ED-0085","","","","110","0.5","","","231DCKM","Livestock"
"NM-06261","","","","225","","","","110AVMB","Irrigation"
"NM-24387","","","","67","","","","121OGLL","Irrigation"
"NM-27456","","","","385","","","","","Observation"
"NM-03433","","","","110","","","","221MRSN","Domestic"
"NM-12330","","","","","","","","110AVMB","Unused"
"JM-023","LRG-06246","","400","400","0.6700000166893005","","","","Livestock"
"NM-04174","","","","","","","","","Domestic"
"NM-17248","","","","107","","","","110AVMB","Unused"
"NM-05273","","","500","","","","","","Irrigation"
"NM-12200","","","","","","","","121OGLL","Livestock"
"NM-01078","","","","","","","","121OGLL","Livestock"
"NM-25255","SJ-00109 S4-0","","3055","3055","","","","221WSRC","Unused"
"NM-02378","","","","483","","","","110AVMB","Irrigation"
"NM-06634","","","1010","478","","","","110AVMB","Unused"
"NM-18864","","","","35","","","","110AVMB","Domestic"
"NM-16356","","","","180","","","","110AVMB","Domestic"
"NM-13031","","","","","","","","121OGLL","Livestock"
"TO-0383","","","","770","","","","310YESO","Livestock"
"ED-0263","","","","","1","","","312RSLR","Unused"
"ED-0196","","","","206","","","","313CLBD/312RSLR","Irrigation"
"NM-02548","","","","87","","","","110AVMB","Irrigation"
"NM-10713","","","","86","","","","121OGLL","Unused"
"NM-14017","","","","60","","","","","Irrigation"
"QY-0875","","","68","68","0.5","","","","Livestock"
"PC-012","RG-64481","","430","430","0.3799999952316284","","","210HOSTD","Domestic"
"NM-15078","","","","350","","","","","Observation"
"NM-14516","","","6","6","","","","110AVMB","Livestock"
"NM-25859","CR-02377","","26","26","","","","110PTODC","Domestic"
"MI-0001","","","","1100","0.5","","","","Shared domestic"
"NM-23381","","","918","911","","","","","Industrial"
"NM-03375","","","","210","","","","231CHNL","Livestock"
"NM-01653","","","100","100","","","","124SNJS","Livestock"
"EB-224","X","","300","300","0.5","300","","121TSUQsa","Irrigation"
"NM-12272","","","180","180","","","","112SNTF","Domestic"
"NM-26175","","","18","18","","","","","Domestic"
"NM-28064","","","","","","","","","Observation"
"NM-01526","","","","217","","","","221MRSN","Irrigation"
"NM-02230","","","","125","","","","313TNSL","Unused"
"SO-0140","X","","52","19","0.17000000178813934","","","","Observation"
"NM-10193","","","","851","","","","313SADR","Unused"
"SB-0304","X","","","785","","","","318BSVP","Public supply"
"NM-19368","","","","","","","","110AVMB","Livestock"
"NM-00047","","","","544","","","","318BSPG","Irrigation"
"NM-22640","","","110","110","","","","","Irrigation"
"NM-22305","","","17","12","","","","110AVMB","Observation"
"NM-06659","","","","56","","","","110AVMB","Domestic"
"NM-26142","","","30","30","","","","","Unused"
"NM-26445","","","","","","","","","Unused"
"NM-19925","","","","150","","","","400PCMB","Irrigation"
"NM-15861","","","","61","","","","","Irrigation"
"NM-25046","UP-02290","","300","300","0.44999998807907104","300","","326MGDL","Domestic"
"QU-036","RG-79272 X3","","865","835","0.550000011920929","835","","112QTBF","Public supply"
"NM-13109","","","","192","","","","110AVMB","Irrigation"
"NM-13832","","","","","","","","110AVMB","Unused"
"NM-28196","SJ-00754","","1748","1748","0.17000000178813934","1281","","221MRSN","Unused"
"NM-07578","","","","","","","","110AVMB","Livestock"
"NM-09860","","","","135","","","","121OGLL","Irrigation"
"NM-08049","","","","","","","","110AVMB","Unused"
"NM-03559","","","","28","","","","","Irrigation"
"NM-02893","","","","202","","","","","Livestock"
"NM-16311","","","","173","","","","","Livestock"
"NM-18743","","","","","","","","121OGLL","Irrigation"
"EB-156","exempt","","350","350","0.3330000042915344","350","","121TSUQs","Observation"
"NM-04324","","","","","","","","","Domestic"
"NM-20323","","","","","","","","121OGLL","Irrigation"
"NM-19031","","","","429","","","","121OGLL","Irrigation"
"NM-23005","","","35","35","","","","112SNTF","Unused"
"NM-06826","","","","85","","","","110AVMB","Unused"
"NM-13663","","","","","","","","121OGLL","Livestock"
"NM-00194","","","","196","","","","110AVMB","Irrigation"
"NM-24367","","","207","207","","","","325MDER","Domestic"
"NM-02467","","","","190","","","","312RSLR","Irrigation"
"NM-11075","","","","","","","","110AVMB","Livestock"
"NM-05176","","","495","","","","","","Irrigation"
"NM-12516","","","","1208","","","","313SADR","Unused"
"NM-21977","","","","","","","","","Irrigation"
"NM-28012","","","1400","1400","","","","112SNTFU","Observation"
"NM-21195","","","","","","","","121OGLL","Livestock"
"NM-20778","","","","280","","","","121OGLL","Domestic"
"NM-11376","","","","100","","","","110AVMB","Livestock"
"NM-24360","RG-55128","","142","138","","138","","112SNTF","Domestic"
"NM-28078","","","","","","","","","Observation"
"NM-05073","","","","","","","","","Unused"
"SB-0891","X","","","","0.5","","","","Irrigation"
"QY-0690","","","257","257","","","","121OGLL","Livestock"
"PC-025","RG-65805","","220","220","0.4000000059604645","220","","231PFDFU","Open, unequipped well"
"NM-04405","","","","150","","","","","Irrigation"
"NM-00222","","","","156","","","","110AVMB","Irrigation"
"NM-02443","","","165","155","","","","400PCMB","Observation"
"NM-05781","","","404","","","","","","Industrial"
"NM-07434","","","","","","","","231CHNL","Unused"
"NM-21149","","","525","","","","","310YESOG","Livestock"
"NM-06090","","","155","155","","","","110AVMB","Unused"
"NM-26390","","","","","","","","211CRLL","Livestock"
"MI-0085","","","","138","0.5","","","321SGDC","Shared domestic"
"NM-09879","","","","125","","","","121OGLL","Irrigation"
"NM-03290","","","100","100","","","","110AVMB","Irrigation"
"DA-0039","","","","631","","","","112SNTF","Unused"
"NM-26014","","","65","65","","","","110AVMB","Domestic"
"NM-18625","","","","400","","","","121OGLL","Irrigation"
"NM-26327","","","353","353","","","","221MRSN","Domestic"
"NM-09515","","","","","","","","","Domestic"
"NM-20242","","","","","","","","211MVRD","Domestic"
"NM-00962","","","","","","","","121OGLL","Irrigation"
"NM-19818","","","","220","","","","211MVRD","Unused"
"NM-17426","","","","95","","","","313ARTS","Unused"
"NM-12593","","","","125","","","","112SNTF","Domestic"
"NM-19615","","","","","","","","211MVRD","Livestock"
"ED-0350","","","","","0.4166666567325592","","","312CSTL","Livestock"
"NM-13354","","","","427","","","","313SADR","Domestic"
"NM-18960","","","","130","","","","231SNRS","Domestic"
"NM-17315","","","","100","","","","110AVMB","Irrigation"
"NM-21828","","","","","","","","110AVMB","Irrigation"
"NM-19416","","","","71","","","","231SNRS","Livestock"
"NM-23946","","","","535","","","","210MNCS","Domestic"
"SD-0192","X","","360","360","0.5","","","325MDER","Domestic"
"NM-09072","","","","154","","","","110AVMB","Domestic"
"SA-0230","RG-27456","","200","200","0.5199999809265137","","","","Livestock"
"NM-16896","","","142","142","","","","110AVMB","Irrigation"
"ED-0211","","","","","","","","110ALVM","Irrigation"
"NM-19343","","","","380","","","","121OGLL","Livestock"
"NM-15072","","","","","","","","231CHNL","Unused"
"NM-14922","","","","208","","","","231CHNL","Livestock"
"NM-27983","","","","415","","","","231CHNL","Domestic"
"NM-17659","","","","105","","","","110AVMB","Irrigation"
"NM-27553","","","","","","","","110AVMB","Livestock"
"NM-14909","","","","","","","","313ARTS","Livestock"
"NM-25092","","","","235","","","","121OGLL","Irrigation"
"NM-25206","CR-02432","","79","79","","","","325MDER","Domestic"
"NM-18564","","","","","","","","231SNRS","Livestock"
"SV-0082","RG-75532","","600","600","0.46000000834465027","600","","325MDER","Open, unequipped well"
"NM-27474","","","","402","","","","313SADR","Irrigation"
"NM-03128","","","","","","","","121OGLL","Irrigation"
