"PointID","SiteType","Easting","Northing","PublicRelease"
"NM-15038","GW","142440","3735000","false"
"NM-27739","GW","598694","3781840","false"
"NM-26441","GW","223139","4065790","false"
"NM-16141","GW","671335","3761530","false"
"NM-26964","GW","368979","3907618","true"
"NM-27984","GW","607551","3876270","false"
"NM-17390","GW","660897","3787970","false"
"QY-0148","GW","595967","3887980","true"
"NM-19003","GW","573262","3815370","false"
"AH-083","GW","442916","4042717","true"
"NM-05526","GW","237628","3569190","false"
"OG-0089","GW","655597","3810789","true"
"NM-23577","GW","224852","3912210","false"
"SB-0887","GW","494955","3559474","true"
"ED-0005","GW","538374","3641490","true"
"NM-15967","GW","622446","3754980","false"
"NM-07532","GW","611057","3604310","false"
"SD-0268","GW","385537","3892490","true"
"NM-27237","GW","253304","3558740","false"
"NM-03022","GW","640526","3786250","false"
"NM-03454","GW","608325","3903040","false"
"SM-0219","GW","476219","3674976","true"
"NM-22042","GW","388426","3882910","false"
"NM-18753","GW","574420","3810910","false"
"NM-10695","GW","545334","3646110","false"
"NM-10184","GW","631105","3640410","false"
"NM-03606","GW","489877","3998500","false"
"NM-16435","GW","656499","3772270","false"
"WL-0113","GW","442809","4050221","true"
"LJ-001","GW","315676","3773291","true"
"BW-0886","GW","337917","3784530","true"
"AH-048","GW","439384","4042223","true"
"NM-25139","GW","414110","3957010","false"
"BW-0359","GW","409672","3632630","true"
"EB-394","GW","405088","3930123","true"
"SA-0472","GW","194733","3739670","true"
"NM-26632","GW","193633","4076490","false"
"NM-17408","GW","672203","3788450","false"
"NM-08698","GW","555077","3621830","false"
"QU-069","GW","444361","4061016","true"
"NM-15894","GW","247396","3755210","false"
"NM-26079","GW","318032","4020860","false"
"SM-0208","GW","474086","3637673","true"
"NM-00796","GW","453510","3707850","false"
"NM-09147","GW","202393","3631320","false"
"MI-0237","GW","485335","3954150","true"
"NM-07312","GW","217476","3602780","false"
"NM-08109","GW","559948","3612560","false"
"NM-24795","GW","412913","3945100","false"
"NM-14682","GW","281426","3716820","false"
"NM-05188","GW","235632","3564000","false"
"NM-07585","GW","671153","3606020","false"
"NM-04979","GW","254973","3560490","false"
"NM-05406","GW","221015","3568310","false"
"NM-26800","GW","318600","3849250","true"
"NM-24740","GW","407045","3944320","false"
"NM-03586","GW","639774","3987160","false"
"NM-20645","GW","643237","3850660","false"
"NM-19803","GW","646559","3833610","false"
"NM-08277","GW","674545","3616370","false"
"NM-12972","GW","562075","3683860","false"
"NM-18745","GW","585651","3810880","false"
"NM-22810","GW","241334","3894450","false"
"NM-28082","GW","238691","3903790","false"
"NM-20673","GW","667410","3852400","false"
"NM-25062","GW","656951","3953330","false"
"NM-01007","GW","668720","3825130","false"
"DE-0303","GW","675826","3591594","false"
"TO-0066","GW","382958","3825970","true"
"NM-16128","GW","657021","3760910","false"
"NM-25699","GW","465269","3988980","false"
"NM-25839","GW","644059","4000390","false"
"NM-08437","GW","659368","3618700","false"
"NM-11598","GW","405092","3661240","false"
"NM-05431","GW","209107","3568980","false"
"EB-687","GW","406645","3954327","true"
"NM-03038","GW","679753","3790440","false"
"NM-04943","GW","262896","3559560","false"
"DE-0077","GW","639634","3568728","false"
"NM-22075","GW","393544","3883130","false"
"SB-0394","GW","488449","3534408","false"
"NM-22324","GW","373701","3885940","false"
"EB-165","GW","410472","3957919","true"
"NM-21915","GW","368601","3881700","false"
"NM-26733","GW","448913","4085717","true"
"DE-0352","GW","569398","3626646","false"
"NM-01700","GW","590389","4067120","false"
"LC-007","SP","399439","3937177","true"
"EB-408","GW","405630","3944865","true"
"NM-12383","GW","681311","3674660","false"
"NM-16111","GW","196940","3763350","false"
"NM-24119","GW","404638","3928570","false"
"BW-0873","GW","366335","3918220","true"
"ED-0015","GW","607906","3642590","true"
"NM-11923","GW","285323","3667760","false"
"NM-01687","GW","536073","4056750","false"
"NM-23712","GW","370539","3912670","false"
"NM-06954","GW","195296","3595970","false"
"NM-24217","GW","175282","3936640","false"
"NM-09850","GW","213413","3638480","false"
"NM-16967","GW","622340","3780950","false"
"NM-24199","GW","174650","3936140","false"
"NM-19230","GW","338606","3822640","false"
"NM-27810","GW","600142","3802720","false"
"NM-19051","GW","480718","3816210","false"
"NM-15446","GW","674495","3743250","false"
"NM-26436","GW","223361","4065720","false"
"NM-04364","GW","236371","3548010","false"
"NM-14488","GW","674264","3707810","false"
"NM-28346","SP","166019","3631235","false"
"NM-17072","GW","650661","3782990","false"
"BW-0844","GW","406029","3650130","true"
"NM-16740","GW","296323","3778530","false"
"DA-0022","GW","326642","3608850","true"
"NM-08546","GW","599538","3620250","false"
"NM-18403","GW","633507","3806090","false"
"NM-28003","GW","344316","3880990","false"
"NM-03672","GW","444073","4083331","true"
"NM-22528","GW","644873","3888440","false"
"WL-0065","GW","259425","3645376","true"
"NM-18384","GW","622810","3805630","false"
"NM-05899","GW","235372","3574120","false"
"NM-17989","GW","625581","3799010","false"
"NM-05989","GW","679688","3573700","false"
"NM-12126","GW","651749","3670060","false"
"NM-28081","GW","238604","3903420","false"
"NM-18903","GW","659668","3814640","false"
"NM-12294","GW","557129","3671730","false"
"QY-0152","GW","608411","3893610","true"
"NM-06175","GW","673803","3578100","false"
"NM-25799","GW","295612","3999060","false"
"NM-27645","GW","676092","3795360","false"
"NM-04560","GW","254565","3553380","false"
"NM-04248","GW","260479","3542640","false"
"NM-03318","GW","343077","3867900","false"
"NM-11199","GW","643125","3655520","false"
"TO-0313","GW","409609","3855990","true"
"NM-14926","GW","610884","3724530","false"
"NM-06525","GW","362488","3584220","false"
"NM-23590","GW","404883","3908820","false"
"NM-23615","GW","243995","3912360","false"
"NM-08727","GW","409716","3622420","false"
"NM-17944","GW","654576","3798710","false"
"SB-0847","PS","444805","3606634","false"
"NM-15844","GW","653268","3751700","false"
"QY-0026","GW","606126","3880890","true"
"ED-0008","GW","551300","3643070","true"
"NM-10100","GW","363189","3638940","false"
"NM-06945","GW","277310","3593660","false"
"NM-04080","GW","346845","3532940","false"
"NM-15198","GW","653880","3736060","false"
"NM-16004","GW","651521","3756480","false"
"AR-0164","GW","241779","4091470","true"
"NM-14797","GW","565661","3719330","false"
"NM-23603","GW","413849","3908950","false"
"NM-14514","GW","660316","3708220","false"
"NM-04966","GW","676991","3558830","false"
"NM-23152","GW","647520","3896920","false"
"BW-0368","GW","409658","3631000","true"
"EB-431","GW","412561","3933683","true"
"QY-0670","GW","581423","3846070","true"
"SM-0226","GW","476779","3670509","true"
"SB-0146","GW","513812","3473327","false"
"DA-0021","GW","319932","3603100","true"
"NM-24647","GW","401814","3942130","false"
"NM-12593","GW","281566","3679490","false"
"NM-25250","GW","417420","3964500","false"
"NM-27548","GW","659134","3792310","false"
"QY-0483","GW","663939","3928090","true"
"NM-15224","GW","666801","3736060","false"
"BW-0370","GW","408824","3630190","true"
"SM-4025","PS","448955","3629590","true"
"NM-06087","GW","328624","3575740","false"
"NM-03705","GW","164431","3485320","false"
"NM-15579","GW","660439","3745470","false"
"NM-16329","GW","632557","3768330","false"
"NM-08375","GW","680843","3618270","false"
"AR-0533","D","226684","4077670","true"
"NM-13908","GW","545752","3695440","false"
"NM-01255","GW","653858","3895430","false"
"NM-14422","GW","560345","3704090","false"
"NM-05759","GW","232174","3572040","false"
"NM-06884","GW","681132","3592330","false"
"NM-21083","GW","405230","3862110","false"
"NM-06444","GW","677085","3583330","false"
"NM-14813","GW","428036","3720210","false"
"NM-27734","GW","642016","3790750","false"
"NM-01740","GW","167617","3485710","false"
"NM-08023","GW","241564","3614090","false"
"NM-00158","GW","667205","3570530","false"
"WL-0292","GW","356098","3964046","true"
"NM-23009","GW","659751","3894790","false"
"NM-10684","GW","545335","3646010","false"
"NM-10110","GW","224862","3642070","false"
"NM-22784","GW","613626","3891070","false"
"EB-195","GW","416613","3958727","true"
"DE-0169","GW","673082","3618910","false"
"NM-00160","GW","440273","3569720","false"
"EB-133","GW","402780","3937785","true"
"NM-03244","GW","399533","3837830","false"
"TV-294","GW","446675","4030626","true"
"NM-27313","GW","602531","3586300","false"
"BC-0210","GW","376379","3892210","true"
"TC-226","GW","423516","4085871","true"
"QY-0391","GW","638975","3906080","true"
"NM-11166","GW","403177","3653740","false"
"SB-0512","GW","477977","3474388","false"
"NM-26468","GW","580861","4062530","false"
"SM-1067","SP","436485","3625470","true"
"NM-19518","GW","655725","3829330","false"
"NM-01023","GW","674587","3831620","false"
"NM-27936","GW","576912","3836010","false"
"NM-24711","GW","404625","3943890","false"
"NM-00010","GW","302256","3523930","false"
"SB-0748","GW","395481","3506204","false"
"NM-20232","GW","566214","3839120","false"
"SM-1050","SP","422853","3631247","true"
"NM-06755","GW","207726","3591840","false"
"EB-392","GW","404853","3938331","true"
"NM-25359","GW","469759","3970200","false"
"NM-23182","GW","656554","3898220","false"
"NM-00030","GW","598063","3542490","false"
"NM-04916","GW","138399","3563050","false"
"NM-09245","GW","625483","3628750","false"
"NM-07888","GW","610709","3609790","false"
"NM-12399","GW","558258","3673370","false"
"NM-07042","GW","667642","3594530","false"
"NM-05800","GW","328253","3570820","false"
"NM-28434","GW","622876","3572661","true"
"NM-07115","GW","280495","3597130","false"
"NM-27712","GW","635994","3796660","false"
"NM-18497","GW","646302","3807850","false"
"QU-902","M","452083","4064718","true"
"NM-19291","GW","635234","3824260","false"
"SV-0104","GW","381301","3898331","false"
"NM-03445","GW","351934","3898870","false"
"NM-11386","GW","137115","3664300","false"
"MI-0176","GW","438136","3937045","true"
"NM-22989","GW","669594","3894820","false"
"NM-15083","GW","463734","3729900","false"
"SR-0034","SP","528056","3566678","true"
"BC-0036","GW","377823","3886010","true"
"NM-12102","GW","420268","3668620","false"
"NM-17273","GW","641684","3785590","false"
"NM-15612","GW","595403","3745030","false"
"SM-4037","PS","434716","3620635","true"
"NM-12875","GW","139416","3688530","false"
"NM-05982","GW","676448","3573430","false"
"NM-11390","GW","404491","3658140","false"
"NM-02564","GW","671397","3623620","false"
"NM-03478","GW","240272","3921720","false"
"TV-127","GW","445193","4020308","true"
"SD-0165","GW","374376","3883240","true"
"NM-09175","GW","557154","3627260","false"
"EB-271","GW","410191","3968411","true"
"NM-11258","GW","653927","3656790","false"
"NM-21633","GW","357505","3878510","false"
"NM-04211","GW","168799","3543780","false"
"NM-26032","GW","634209","4015240","false"
"WL-0031","GW","394903","3918077","true"
"BC-0119","GW","379457","3867660","true"
"BW-0529","GW","408615","3629990","true"
"NM-18033","GW","607119","3799620","false"
"NM-23429","GW","666701","3904840","false"
"BC-0391","GW","379820","3872699","false"
"TB-0227","GW","431498","3710726","true"
"NM-13766","GW","544050","3694700","false"
"NM-11642","GW","563591","3661610","false"
"NM-00245","GW","567594","3586640","false"
"NM-05379","GW","262566","3566780","false"
"NM-02565","GW","541931","3622010","false"
"NM-27854","GW","574246","3807440","false"
"NM-17559","GW","662977","3790530","false"
"NM-00118","GW","353379","3557980","false"
"UC-0048","GW","667840","4017461","true"
"NM-11316","GW","556466","3656450","false"
"SM-0200","GW","509603","3613910","true"
"NM-05191","GW","674288","3562110","false"
"DA-0167","GW","319465","3533910","true"
"NM-21336","GW","459202","3870180","false"
"NM-07454","GW","196349","3606550","false"
"NM-18098","GW","623917","3801150","false"
"NM-28156","GW","658272","3612310","false"
"NM-05197","GW","677351","3562260","false"
"NM-04353","GW","541367","3544070","false"
"MI-0023","GW","443326","3898231","true"
"BW-0892","GW","328127","3757930","true"
"NM-24670","GW","604594","3942950","false"
"NM-14150","GW","546333","3698190","false"
"NM-14276","GW","547125","3699950","false"
"TO-0432","GW","449150","3874240","true"
"NM-02434","GW","214294","3598370","false"
"NM-28043","GW","359443","3887510","false"
"NM-19945","GW","466426","3834640","false"
"NM-19265","GW","620463","3823160","false"
"NM-10374","GW","645324","3643720","false"
"BW-0290","GW","405410","3647910","true"
"NM-00872","GW","335107","3766500","false"
"NM-03104","GW","346959","3807990","false"
"NM-05161","GW","677754","3561650","false"
"NM-16156","GW","644874","3761270","false"
"NM-13250","GW","543951","3688140","false"
"NM-18562","GW","558183","3807590","false"
"SM-4061","PS","431708","3629960","true"
"NM-08163","GW","559943","3613420","false"
"NM-12474","GW","621880","3675740","false"
"NM-13257","GW","552946","3688300","false"
"NM-06344","GW","570258","3580170","false"
"PC-085","GW","369398","3909821","true"
"NM-23169","GW","611173","3897080","false"
"BC-0431","GW","343460","3872423","false"
"EB-531","GW","410002","3967896","true"
"NM-19575","GW","658891","3830430","false"
"NM-00461","GW","409052","3640880","false"
"JM-507","SP","312964","3649428","true"
"ED-0003","GW","529863","3639910","true"
"TC-289","PS","460238","4086028","true"
"NM-22251","GW","374779","3885190","false"
"BW-0144","GW","412470","3692700","true"
"NM-09438","GW","325388","3631460","false"
"NM-01958","GW","243463","3548110","false"
"NM-05691","GW","165813","3572880","false"
"NM-00622","GW","622431","3671100","false"
"ED-0113","GW","571069","3590840","true"
"NM-00432","GW","444511","3635590","false"
"SD-0194","GW","381178","3885630","true"
"NM-17330","GW","648911","3786750","false"
"AB-0231","GW","344500","3931200","true"
"NM-13563","GW","554372","3692320","false"
"AB-0013","GW","378480","3922940","true"
"NM-08714","GW","674733","3623430","false"
"BW-0407","GW","410858","3631230","true"
"NM-24188","GW","674675","3931500","false"
"NM-09988","GW","413119","3636470","false"
"BC-0044","GW","380992","3886540","true"
"NM-27593","GW","640311","3786710","false"
"NM-15649","GW","284705","3747780","false"
"NM-15908","GW","649850","3753340","false"
"SD-0299","GW","389433","3892170","true"
"NM-10404","GW","552778","3642850","false"
"NM-17873","GW","617888","3796910","false"
"NM-26955","GW","370670","3907755","true"
"BW-0454","GW","412358","3613740","true"
"NM-23926","GW","397988","3919930","false"
"NM-27531","GW","648878","3777250","false"
"NM-07576","GW","640020","3605350","false"
"NM-15237","GW","220770","3739910","false"
"NM-08587","GW","190775","3624700","false"
"NM-16310","GW","139381","3773300","false"
"NM-19700","GW","596390","3831170","false"
"QY-0112","GW","649703","3887300","true"
"NM-03782","GW","233284","3520160","false"
"BW-0470","GW","381768","3541780","true"
"UC-0238","GW","671792","3963961","false"
"DA-0176","GW","283949","3519510","true"
"TS-071","SP","436962","4080507","true"
"NM-17607","GW","642806","3790940","false"
"TV-117","GW","443718","4022942","true"
"NM-21770","GW","383933","3880170","false"
"NM-19178","GW","618683","3820770","false"
"NM-26819","GW","138173","3692540","true"
"EB-125","GW","404447","3941228","true"
"QY-0595","GW","605699","3839070","true"
"NM-25658","GW","568886","3986010","false"
"NM-12111","GW","653749","3669750","false"
"BW-0881","GW","323685","3787030","true"
"NM-00527","GW","663634","3652800","false"
"NM-07352","GW","313220","3601430","false"
"NM-01887","GW","348368","3536430","false"
"UC-0046","GW","667591","4043166","true"
"NM-23303","GW","371821","3899770","false"
"NM-16889","GW","665460","3780310","false"
"NM-08784","GW","206748","3627020","false"
"NM-10568","GW","644537","3646020","false"
"NM-25501","GW","621843","3978390","false"
"NM-09337","GW","633636","3630030","false"
"NM-13973","GW","453815","3695690","false"
"NM-06396","GW","665128","3582290","false"
"NM-12656","GW","358879","3678960","false"
"NM-27918","GW","174577","3833430","false"
"NM-25920","GW","412546","4004200","false"
"NM-02624","GW","538143","3632430","false"
"NM-20254","GW","599623","3840780","false"
"NM-14030","GW","546728","3696620","false"
"QY-0174","GW","616016","3895450","true"
"NM-03459","GW","642252","3905410","false"
"NM-27705","GW","642342","3789460","false"
"EB-250","GW","416106","3946780","true"
"NM-23832","GW","643054","3916950","false"
"NM-11454","GW","400639","3659380","false"
"NM-25639","GW","672627","3986080","false"
"NM-23396","GW","353891","3902760","false"
"BW-0415","GW","410834","3627210","true"
"NM-27309","GW","362800","3585970","false"
"NM-05772","GW","221018","3572476","false"
"NM-22124","GW","382687","3883760","false"
"NM-14715","GW","676344","3716880","false"
"NM-20601","GW","625259","3849200","false"
"NM-03016","GW","675284","3795350","false"
"NM-09941","GW","219119","3639580","false"
"WL-0287","GW","440434","4000388","true"
"SB-0231","GW","481028","3539560","false"
"NM-26159","GW","310208","4027070","false"
"PB-0003","GW","380331","3938003","true"
"QY-0802","GW","624960","3849600","true"
"NM-19411","GW","598533","3826080","false"
"NM-00325","GW","642253","3618590","false"
"BW-0580","GW","412106","3717640","true"
"NM-27863","GW","591567","3811430","false"
"QY-0496","GW","662546","3945940","true"
"NM-21147","GW","658152","3865950","false"
"NM-02716","GW","563341","3652240","false"
"TC-393","GW","431254","4092597","true"
"NM-12232","GW","627665","3671300","false"
"QY-1018","SP","629173","3865300","true"
"NM-24978","GW","624305","3949360","false"
"NM-23424","GW","294876","3903840","false"
"NM-03031","GW","651737","3787750","false"
"NM-19611","GW","634911","3830660","false"
"NM-15904","GW","616696","3752660","false"
"NM-22045","GW","362038","3883310","false"
"ED-0315","GW","590526","3571950","true"
"NM-15426","GW","661590","3742840","false"
"NM-05938","GW","335923","3572450","false"
"NM-10101","GW","283606","3640360","false"
"NM-26581","GW","191728","4073590","false"
"NM-04548","GW","631782","3551190","false"
"NM-13238","GW","658742","3689310","false"
"NM-04049","GW","263488","3533050","false"
"NM-28297","GW","436689","4039950","false"
"NM-12083","GW","644035","3669510","false"
"NM-08261","GW","659777","3615940","false"
"NM-04748","GW","240563","3556900","false"
"NM-09014","GW","632933","3626200","false"
"NM-25318","GW","469826","3967980","false"
"NM-11173","GW","634417","3654710","false"
"SA-0046","GW","221631","3761010","true"
"NM-00902","GW","561568","3790160","false"
"NM-10122","GW","408307","3638940","false"
"NM-16845","GW","544408","3778160","false"
"EB-026","GW","420552","3932310","true"
"NM-17897","GW","611851","3797240","false"
"NM-26246","GW","253336","4038370","false"
"NM-02959","GW","678431","3756880","false"
"NM-24932","GW","411257","3947980","false"
"NM-26777","GW","398161","3856490","false"
"SB-0232","GW","482704","3537063","false"
"NM-23969","GW","653911","3922550","false"
"NM-20510","GW","397976","3846660","false"
"NM-02648","GW","558745","3639620","false"
"NM-23324","GW","231543","3903410","false"
"NM-17326","GW","646590","3786220","false"
"NM-20433","GW","160898","3850160","false"
"QY-0458","GW","661571","3926340","true"
"NM-12625","GW","675248","3679050","false"
"NM-22476","GW","380179","3887520","false"
"NM-19660","GW","672516","3832240","false"
"NM-04712","GW","216349","3557060","false"
"NM-05155","GW","168022","3565090","false"
"NM-07634","GW","679379","3607000","false"
"QY-0941","GW","595481","3871010","true"
"BC-0370","GW","","","false"
"NM-13356","GW","568188","3689940","false"
"NM-03723","GW","170278","3493770","false"
"CX-0104","GW","582968","4013180","true"
"NM-17391","GW","644548","3787460","false"
"NM-06640","GW","666437","3586870","false"
"TC-420","GW","414759","4020280","true"
"NM-10716","GW","159459","3652140","false"
"NM-24926","GW","410149","3947840","false"
"AR-0011","GW","228764","4079220","true"
"NM-28134","GW","174964","3964040","false"
"NM-13622","GW","548269","3693020","false"
"EB-441","GW","421063","3935709","true"
"NM-24438","GW","483136","3937020","false"
"BW-0050","GW","366099","3572400","true"
"NM-27696","GW","678493","3796890","false"
"TS-004","SP","438906","4066080","true"
"SB-0929","GW","484709","3594370","false"
"NM-07062","GW","319424","3595060","false"
"NM-11362","GW","676752","3658870","false"
"NM-11174","GW","634417","3654710","false"
"QY-0126","GW","676037","3888600","true"
"TB-1037","SP","419419","3725911","true"
"NM-17395","GW","634769","3787590","false"
"NM-22584","GW","375235","3888850","false"
"NM-19764","GW","554210","3832020","false"
"NM-20015","GW","636319","3837120","false"
"SD-0382","SP","373990","3892800","true"
"NM-02923","GW","670214","3743880","false"
"NM-21847","GW","348560","3881570","false"
"NM-10844","GW","542858","3648310","false"
"EB-688","GW","406749","3954427","true"
"NM-03891","GW","227784","3524280","false"
"NM-24960","GW","406812","3948520","false"
"QY-0039","GW","602739","3884820","true"
"QU-541","D","449556","4065036","true"
"NM-26338","GW","596471","4047040","false"
"NM-02056","GW","234436","3558360","false"
"NM-14671","GW","415070","3713970","false"
"SM-0129","GW","448269","3648446","true"
"NM-27622","GW","651808","3794380","false"
"NM-05398","GW","261344","3567180","false"
"PP-010","GW","438020","4003021","true"
"NM-22170","GW","389681","3884100","false"
"NM-21732","GW","660410","3880410","false"
"NM-16691","GW","554257","3775750","false"
"NM-25696","GW","169083","3994970","false"
"NM-11310","GW","403075","3656550","false"
"NM-22625","GW","382935","3889240","false"
"NM-22061","GW","626818","3883300","false"
"NM-13285","GW","551858","3688760","false"
"WL-0319","GW","405728","3947751","true"
"NM-21581","GW","347752","3877540","false"
"NM-07189","GW","182405","3600970","false"
"LC-010","GW","399811","3937131","true"
"NM-09210","GW","198427","3631960","false"
"NM-23535","GW","394395","3908260","false"
"NM-07094","GW","540796","3594260","false"
"NM-25372","GW","408557","3971390","false"
"NM-01540","GW","467805","3975190","false"
"NM-20275","GW","608524","3841130","false"
"NM-21106","GW","656970","3863800","false"
"NM-15534","GW","133768","3749740","false"
"NM-09788","GW","556648","3633720","false"
"NM-04615","GW","677902","3553240","false"
"TO-0303","GW","401199","3852610","true"
"NM-14777","GW","431194","3718580","false"
"NM-17985","GW","662238","3799230","false"
"NM-27533","GW","583660","3776490","false"
"BC-0374","GW","343014","3870226","false"
"BC-0234","GW","375288","3886170","true"
"SB-0218","GW","476874","3535967","false"
"TC-409","GW","442483","4091038","true"
"NM-20652","GW","403736","3850390","false"
"EB-148","GW","404203","3947198","true"
"NM-08537","GW","406045","3619560","false"
"NM-01410","GW","675460","3934550","false"
"NM-13278","GW","636234","3689890","false"
"TO-0006","GW","434499","3795350","true"
"AB-0207","GW","353952","3889290","true"
"EB-551","GW","409256","3946212","true"
"NM-25640","GW","603722","3985000","false"
"NM-18585","GW","177403","3813400","false"
"NM-14409","GW","298706","3705380","false"
"NM-06963","GW","675390","3593500","false"
"NM-12069","GW","556607","3667810","false"
"NM-07588","GW","556084","3604710","false"
"JM-015","GW","303497","3667536","true"
"NM-27620","GW","628105","3793900","false"
"BW-0433","GW","407595","3623110","true"
"NM-26462","GW","570589","4062380","false"
"NM-06956","GW","337916","3592670","false"
"TB-0310","GW","403056","3661821","true"
"NM-23328","GW","378510","3900330","false"
"NM-09873","GW","563894","3634880","false"
"NM-01202","GW","343385","3881510","false"
"TO-0039","GW","380500","3811400","true"
"NM-23447","GW","658022","3905390","false"
"QY-0860","GW","601236","3861460","true"
"NM-13607","GW","556797","3692950","false"
"NM-27476","GW","554036","3724470","false"
"EB-286","GW","407931","3956170","true"
"NM-24170","GW","405157","3929990","false"
"NM-03259","GW","337137","3842920","false"
"NM-25960","GW","405401","4006550","false"
"PC-128","GW","362323","3908504","true"
"SA-0038","GW","218946","3768760","true"
"QY-0799","GW","621336","3849970","true"
"SM-0109","GW","486596","3610645","true"
"NM-08719","GW","667366","3623330","false"
"NM-26421","GW","223381","4064800","false"
"NM-15873","GW","190356","3756190","false"
"NM-26371","GW","588215","4054500","false"
"NM-25324","GW","384902","3969020","false"
"NM-07266","GW","189302","3602540","false"
"NM-28376","GW","587101","3624767","true"
"WL-0073","GW","440759","3997657","true"
"NM-20612","GW","605632","3849230","false"
"NM-26081","GW","307410","4021210","false"
"NM-19326","GW","625487","3824920","false"
"NM-20099","GW","591127","3837980","false"
"NM-07443","GW","576991","3602050","false"
"TO-0024","GW","432367","3804230","true"
"SA-1008","SP","258564","3717862","true"
"NM-08609","GW","195275","3625210","false"
"NM-03670","GW","443072","4079320","false"
"BC-0236","GW","375678","3891560","true"
"BC-0021","GW","373360","3882720","true"
"NM-24703","GW","413552","3943580","false"
"NM-10201","GW","152206","3645660","false"
"NM-00446","GW","614371","3637980","false"
"NM-03629","GW","674569","4019200","false"
"SD-0291","GW","383602","3889420","true"
"AB-0113","GW","352439","3876000","true"
"NM-08999","GW","675740","3626840","false"
"NM-09491","GW","654991","3632040","false"
"NM-20432","GW","650440","3845540","false"
"NM-18927","GW","611057","3814450","false"
"NM-17781","GW","452446","3793700","false"
"NM-15754","GW","327423","3749560","false"
"LJ-004","GW","313554","3773262","true"
"BW-0493","GW","379529","3736650","true"
"BW-0285","GW","406233","3649920","true"
"NM-13100","GW","621792","3686950","false"
"NM-02677","GW","166245","3651460","false"
"SB-0009","GW","520732","3538609","false"
"NM-05515","GW","670874","3567200","false"
"BW-0565","GW","409911","3741780","true"
"NM-00667","GW","443672","3688450","false"
"NM-05112","GW","264917","3561920","false"
"NM-06561","GW","149373","3590220","false"
"NM-11017","GW","667083","3652260","false"
"NM-10340","GW","668063","3641980","false"
"NM-07161","GW","356963","3596360","false"
"QY-0777","GW","617598","3852410","true"
"NM-15354","GW","634102","3740690","false"
"BW-0765","GW","411529","3742700","true"
"TV-137","GW","444018","4026841","true"
"NM-21122","GW","558214","3863220","false"
"NM-00415","GW","411103","3632950","false"
"NM-10692","GW","619672","3646700","false"
"QY-0388","GW","646109","3898580","true"
"NM-25098","GW","410194","3954830","false"
"NM-01966","GW","164747","3550890","false"
"NM-07286","GW","667326","3599370","false"
"NM-00979","GW","333241","3815190","false"
"NM-08541","GW","187757","3624090","false"
"NM-15980","GW","672963","3756720","false"
"QY-1012","GW","673925","3870790","true"
"NM-18114","GW","613361","3801290","false"
"NM-09047","GW","204402","3629650","false"
"NM-12511","GW","655298","3676590","false"
"NM-20020","GW","142082","3842780","false"
"NM-01244","GW","633535","3892910","false"
"NM-11652","GW","613804","3662180","false"
"NM-03163","GW","641324","3819480","false"
"NM-02692","GW","164385","3653650","false"
"NM-27440","GW","411883","3689670","false"
"NM-08404","GW","680210","3618660","false"
"DE-0308","GW","650173","3633047","false"
"NM-11576","GW","584727","3660840","false"
"NM-19560","GW","676060","3830770","false"
"QU-547","SP","444552","4060909","true"
"NM-15320","GW","674446","3740320","false"
"TB-0151","GW","414087","3696924","true"
"NM-16746","GW","636429","3777230","false"
"SB-0517","GW","448592","3459343","false"
"NM-00701","GW","476151","3693010","false"
"NM-00857","GW","330072","3747050","false"
"SB-0535","GW","461066","3457135","false"
"NM-25622","GW","272439","3986470","false"
"NM-19116","GW","661524","3819750","false"
"NM-16018","GW","630155","3756530","false"
"NM-11275","GW","555848","3655550","false"
"CX-0037","GW","584286","4052490","true"
"NM-02075","GW","355936","3557230","false"
"BW-0875","GW","347412","3928260","true"
"NM-06101","GW","252226","3577323","false"
"NM-18792","GW","667328","3813350","false"
"NM-25614","GW","584206","3983490","false"
"NM-17749","GW","643378","3793720","false"
"GT-022","GW","138599","3563590","true"
"PP-044","GW","434248","4001642","true"
"QY-0745","GW","628161","3846820","true"
"QY-0510","GW","669055","3941900","true"
"TO-0327","GW","424923","3850640","true"
"NM-18039","GW","625823","3800060","false"
"NM-11594","GW","282237","3663110","false"
"NM-25949","GW","423179","4005920","false"
"NM-18137","GW","658325","3801950","false"
"CX-0146","GW","517044","4031230","true"
"NM-13495","GW","623042","3692330","false"
"NM-16662","GW","642181","3776450","false"
"TB-0206","GW","409095","3719607","true"
"NM-02138","GW","223311","3565070","false"
"TV-174","GW","440398","4026308","true"
"NM-03979","GW","255338","3527570","false"
"NM-05986","GW","237526","3575360","false"
"NM-03421","GW","348366","3894370","false"
"NM-17114","GW","661882","3784260","false"
"NM-23553","GW","369521","3908590","false"
"NM-19927","GW","601187","3834980","false"
"EB-638","GW","402980","3955400","true"
"NM-13269","GW","541829","3688530","false"
"NM-18329","GW","655520","3804690","false"
"NM-20066","GW","601086","3837290","false"
"TB-0243","GW","433386","3734831","true"
"NM-18481","GW","571443","3806330","false"
"SB-0896","GW","491564","3552142","true"
"NM-18131","GW","547572","3800660","false"
"UC-0186","GW","591242","4070833","false"
"NM-23038","GW","616720","3894500","false"
"NM-18398","GW","500103","3804790","false"
"NM-09689","GW","554160","3632360","false"
"NM-25893","GW","596015","4002750","false"
"NM-03780","GW","250568","3519610","false"
"NM-05789","GW","330027","3570450","false"
"TO-0233","GW","396025","3841650","true"
"QU-036","GW","445788","4056297","true"
"NM-01790","GW","227764","3522530","false"
