"PointID","SiteType","Easting","Northing","PublicRelease"
"QY-0416","GW","657707","3905560","true"
"NM-20551","GW","426192","3847680","false"
"NM-05354","GW","237494","3567060","false"
"MI-0013","GW","467267","3892046","true"
"NM-22430","GW","386348","3886940","false"
"NM-22402","GW","413962","3886330","false"
"NM-04488","GW","605879","3548540","false"
"DE-0175","GW","672940","3618715","false"
"NM-08124","GW","559946","3612800","false"
"NM-04632","GW","340253","3553250","false"
"NM-20694","GW","141418","3857780","false"
"NM-27698","GW","646761","3796520","false"
"NM-03953","GW","220314","3527380","false"
"TV-193","GW","441972","4023344","true"
"NM-18063","GW","656963","3801210","false"
"NM-14814","GW","428010","3720210","false"
"NM-12172","GW","555456","3669870","false"
"NM-00804","GW","450607","3710600","false"
"NM-08311","GW","671307","3616780","false"
"NM-03365","GW","245976","3884810","false"
"NM-08948","GW","189922","3629140","false"
"DA-0046","GW","297274","3585680","true"
"SA-0025","GW","218121","3775700","true"
"NM-18662","GW","672222","3811040","false"
"TO-0112","GW","428324","3824670","true"
"TC-296","PS","454864","4032809","true"
"TB-1058","SP","425922","3703456","true"
"NM-01866","GW","347261","3532690","false"
"NM-05836","GW","256323","3573000","false"
"NM-13186","GW","139691","3693860","false"
"NM-00903","GW","152598","3797100","false"
"NM-24586","GW","651775","3941400","false"
"TO-0141","GW","396541","3838920","true"
"TB-0138","GW","409882","3635273","true"
"NM-06158","GW","649069","3577390","false"
"NM-16183","GW","619461","3761560","false"
"NM-00613","GW","655315","3668070","false"
"NM-03678","GW","670085","4087830","false"
"NM-04879","GW","675940","3557490","false"
"MI-0233","GW","467930","3954178","true"
"NM-05420","GW","136117","3571160","false"
"NM-19747","GW","589378","3831990","false"
"NM-27915","GW","562162","3827210","false"
"ED-0325","GW","555464","3567260","true"
"NM-21049","GW","671111","3862510","false"
"OG-0077","GW","651722","3807497","true"
"NM-01235","GW","624292","3891070","false"
"NM-13719","GW","548548","3694230","false"
"NM-20342","GW","600265","3842520","false"
"NM-00711","GW","438260","3695130","false"
"SB-0261","GW","478760","3533592","false"
"NM-13952","GW","544537","3695620","false"
"NM-27546","GW","651178","3792240","false"
"SA-0163","GW","253951","3722681","true"
"NM-25753","GW","529910","3993860","false"
"NM-15509","GW","162287","3748320","false"
"NM-02348","GW","329169","3580110","false"
"NM-12652","GW","278220","3680430","false"
"TO-0224","GW","398509","3847800","true"
"NM-05505","GW","263260","3568430","false"
"NM-03545","GW","571035","3964800","false"
"NM-12316","GW","662723","3673970","false"
"NM-18521","GW","654272","3808040","false"
"TO-0365","GW","405710","3867080","true"
"NM-04297","GW","145261","3548060","false"
"SB-0345","GW","478621","3530236","false"
"NM-25915","GW","612042","4004020","false"
"NM-06034","GW","227483","3576850","false"
"NM-20482","GW","627110","3845900","false"
"NM-14424","GW","550847","3704030","false"
"NM-13273","GW","552454","3688610","false"
"NM-19143","GW","568799","3818570","false"
"NM-13897","GW","555800","3695500","false"
"NM-16769","GW","593310","3777350","false"
"NM-22548","GW","648994","3888810","false"
"NM-21937","GW","340689","3882270","false"
"NM-21972","GW","373777","3882300","false"
"CX-0136","GW","517847","4033410","true"
"WL-0216","GW","307393","3780577","true"
"NM-17050","GW","656624","3783270","false"
"NM-11792","GW","562849","3664070","false"
"NM-22302","GW","345797","3886130","false"
"NM-22912","GW","377895","3892790","false"
"NM-26176","GW","444890","4026770","false"
"NM-15500","GW","133441","3749260","false"
"EB-193","GW","416322","3958235","true"
"NM-08066","GW","554663","3611760","false"
"NM-10181","GW","281735","3641610","false"
"ED-0052","GW","570981","3614310","true"
"NM-07575","GW","640020","3605350","false"
"NM-13894","GW","545364","3695410","false"
"NM-09050","GW","561769","3625500","false"
"NM-04187","GW","245956","3540650","false"
"AS-021","GW","450368","4042260","true"
"SD-0019","GW","384454","3851450","true"
"NM-05355","GW","235530","3567110","false"
"BW-0824","GW","424733","3843900","true"
"NM-03042","GW","669107","3790970","false"
"QY-0178","GW","616753","3894660","true"
"NM-14168","GW","547701","3698320","false"
"NM-08132","GW","256186","3615760","false"
"NM-25880","GW","642425","4002740","false"
"NM-05095","GW","262977","3561940","false"
"NM-02853","GW","552897","3711400","false"
"NM-00273","GW","667529","3600200","false"
"SB-0341","GW","487557","3535332","false"
"NM-19367","GW","615740","3825660","false"
"NM-09026","GW","560730","3625280","false"
"BW-0241","GW","407107","3661640","true"
"SA-1016","SP","235800","3749337","true"
"NM-19262","GW","546900","3822310","false"
"NM-08589","GW","406703","3620360","false"
"NM-13064","GW","552962","3685440","false"
"NM-03881","GW","166796","3525830","false"
"NM-07187","GW","663237","3597260","false"
"NM-08123","GW","668774","3614020","false"
"NM-03810","GW","234109","3521530","false"
"NM-06563","GW","577545","3584380","false"
"TO-0286","GW","401792","3857060","true"
"NM-18104","GW","519137","3800220","false"
"NM-03223","GW","332412","3835540","false"
"NM-07377","GW","664367","3601570","false"
"NM-16652","GW","548395","3774950","false"
"NM-26298","GW","409516","4041730","false"
"NM-08790","GW","653730","3624470","false"
"NM-23607","GW","359737","3909690","false"
"SB-0558","GW","464399","3449241","false"
"QU-056","GW","446068","4066463","true"
"NM-04439","GW","548384","3546780","false"
"NM-11569","GW","643421","3661900","false"
"AR-0507","PS","235724","4084610","true"
"NM-25499","GW","211420","3982030","false"
"NM-19193","GW","647743","3821650","false"
"NM-14439","GW","546223","3704810","false"
"QY-0244","GW","608767","3889620","true"
"NM-00987","GW","671270","3818190","false"
"NM-21877","GW","348434","3881670","false"
"NM-05584","GW","233119","3570110","false"
"NM-17348","GW","650798","3787220","false"
"SB-0305","GW","481017","3533464","false"
"NM-25038","GW","604092","3951410","false"
"BW-0356","GW","407603","3631420","true"
"NM-26204","GW","448997","4030230","false"
"NM-04451","GW","236748","3550410","false"
"NM-19512","GW","532990","3827490","false"
"NM-03836","GW","224257","3522310","false"
"NM-19814","GW","558534","3832760","false"
"NM-19717","GW","575963","3831280","false"
"NM-28284","SP","204134","3647373","false"
"NM-01744","GW","166877","3487370","false"
"NM-08347","GW","190841","3620970","false"
"BW-0066","GW","364699","3541510","true"
"NM-19403","GW","636499","3826680","false"
"NM-22371","GW","628952","3886470","false"
"NM-07819","GW","617440","3609280","false"
"NM-06278","GW","229362","3582450","false"
"NM-01839","GW","344972","3527210","false"
"NM-06348","GW","578282","3580320","false"
"RA-013","GW","394465","4003212","true"
"EB-123","GW","414198","3949035","true"
"NM-00266","GW","553961","3594540","false"
"NM-05883","GW","308255","3572350","false"
"NM-21781","GW","346544","3880870","false"
"NM-00972","GW","542568","3811860","false"
"NM-13662","GW","440524","3693510","false"
"NM-06375","GW","566177","3580690","false"
"NM-09112","GW","203886","3630680","false"
"QY-0847","GW","589041","3858920","true"
"NM-25680","GW","238317","3991300","false"
"NM-10269","GW","648910","3641990","false"
"NM-05056","GW","681499","3560300","false"
"NM-11896","GW","556000","3665260","false"
"NM-20064","GW","578512","3837040","false"
"NM-17185","GW","625878","3784540","false"
"NM-20012","GW","396308","3836240","false"
"NM-23134","GW","350627","3896700","false"
"NM-22186","GW","375150","3884530","false"
"NM-10909","GW","278573","3651360","false"
"NM-20597","GW","639596","3849340","false"
"DE-0290","GW","673539","3584357","false"
"BW-0420","GW","411231","3626800","true"
"NM-06560","GW","360721","3584920","false"
"DA-0071","GW","283762","3577550","true"
"EB-290","GW","409264","3956135","true"
"NM-15804","GW","671886","3750970","false"
"NM-15129","GW","666494","3733000","false"
"NM-26810","GW","161710","3654100","true"
"NM-16771","GW","677328","3778710","false"
"SA-0513","SP","185509","3751450","true"
"SD-0141","GW","374854","3885880","true"
"ED-0349","GW","580418","3557060","true"
"NM-00583","GW","647359","3661490","false"
"NM-13315","GW","548288","3689270","false"
"NM-27396","GW","636007","3631660","false"
"NM-10857","GW","310058","3650200","false"
"NM-02387","GW","151341","3589600","false"
"NM-22603","GW","223488","3892420","false"
"NM-07565","GW","581040","3604480","false"
"NM-27355","GW","558737","3597000","false"
"NM-15757","GW","198560","3752870","false"
"NM-02029","GW","340253","3553250","false"
"NM-04599","GW","345134","3552360","false"
"NM-15434","GW","679333","3743130","false"
"NM-06292","GW","362533","3579840","false"
"NM-04430","GW","680029","3548630","false"
"SO-0010","GW","361559","3800160","true"
"NM-26657","GW","194124","4078670","false"
"NM-07382","GW","565837","3600680","false"
"QU-015","GW","440569","4062579","true"
"NM-14262","GW","141158","3706150","false"
"NM-27245","GW","244027","3567360","false"
"NM-07241","GW","210166","3601140","false"
"SA-0156","GW","253853","3720940","true"
"NM-16646","GW","208840","3779170","false"
"NM-00673","GW","437630","3689560","false"
"HS-509","SP","289851","3667677","true"
"QY-0927","GW","589275","3874140","true"
"EB-089","GW","413650","3957860","true"
"NM-23910","GW","651532","3920070","false"
"NM-01188","GW","615942","3878110","false"
"SM-1026","SP","442522","3621836","true"
"NM-23596","GW","186690","3913800","false"
"NM-21710","GW","350864","3879800","false"
"NM-25748","GW","403216","3994160","false"
"NM-19368","GW","603740","3825300","false"
"WL-0283","GW","418795","4008215","true"
"TO-0553","GW","405484","3874220","true"
"NM-06384","GW","363831","3581590","false"
"NM-05178","GW","236939","3563840","false"
"NM-11879","GW","286503","3667180","false"
"NM-00359","GW","657826","3626170","false"
"NM-19792","GW","601390","3832790","false"
"SB-0176","GW","503072","3444441","false"
"NM-16735","GW","658254","3777690","false"
"NM-24080","GW","403183","3926830","false"
"NM-10003","GW","216539","3640400","false"
"NM-12449","GW","555508","3674340","false"
"NM-19184","GW","666713","3822000","false"
"TO-0044","GW","409364","3820500","true"
"NM-27040","GW","322154","3786800","true"
"NM-05512","GW","259229","3568590","false"
"NM-20827","GW","318513","3855310","false"
"NM-07249","GW","572173","3597430","false"
"NM-19549","GW","259812","3831100","false"
"CX-0152","GW","525948","4031360","true"
"NM-23908","GW","399166","3919300","false"
"SB-0349","GW","476652","3530579","false"
"NM-25854","GW","409911","4000620","false"
"BC-0188","GW","374003","3882160","true"
"NM-03521","GW","573733","3945960","false"
"NM-19056","GW","653491","3818010","false"
"NM-00792","GW","441651","3707180","false"
"SB-0258","GW","486037","3537058","false"
"NM-06003","GW","607269","3573230","false"
"ED-0040","GW","561686","3622240","true"
"TC-237","GW","416015","4096990","true"
"WL-0236","GW","328691","3686353","true"
"NM-24686","GW","458472","3942770","false"
"NM-00680","GW","485105","3690090","false"
"BW-0916","SP","446604","3687510","true"
"SB-0664","GW","387318","3520701","false"
"TB-0110","GW","431136","3720433","true"
"NM-10342","GW","674479","3643700","false"
"NM-04778","GW","677335","3555670","false"
"TO-0472","GW","407605","3878310","true"
"NM-11010","GW","658804","3652060","false"
"NM-26836","GW","548510","3686292","true"
"NM-04496","GW","548429","3548320","false"
"NM-22554","GW","374951","3888480","false"
"NM-23872","GW","414765","3917660","false"
"NM-03658","GW","506796","4067490","false"
"NM-18929","GW","600929","3814240","false"
"NM-12665","GW","644351","3679620","false"
"NM-16816","GW","656916","3779580","false"
"SB-0188","GW","505090","3433082","false"
"NM-15703","GW","657998","3748480","false"
"NM-13589","GW","550261","3692630","false"
"NM-00584","GW","659412","3662570","false"
"NM-26513","GW","223593","4067540","false"
"NM-05965","GW","248658","3574420","false"
"NM-05897","GW","249480","3573760","false"
"NM-04458","GW","341726","3548480","false"
"DA-0173","GW","311965","3530170","true"
"MI-0140","GW","483770","3935403","true"
"NM-09476","GW","409974","3630770","false"
"NM-12766","GW","662628","3681210","false"
"NM-12902","GW","556341","3682440","false"
"NM-13405","GW","549084","3690290","false"
"BC-0059","GW","381263","3890240","true"
"NM-06663","GW","672805","3587440","false"
"NM-19343","GW","628030","3825360","false"
"NM-07939","GW","564602","3610000","false"
"BW-0378","GW","407579","3629790","true"
"NM-05284","GW","129376","3569060","false"
"BW-0609","GW","396891","3737620","true"
"NM-06817","GW","671419","3590530","false"
"DA-0012","GW","340140","3618290","true"
"NM-09757","GW","208250","3637310","false"
"NM-02258","GW","335237","3572120","false"
"NM-00788","GW","450899","3706690","false"
"NM-22384","GW","351305","3886900","false"
"NM-04687","GW","325167","3554270","false"
"NM-19859","GW","603846","3833990","false"
"NM-13476","GW","566577","3691190","false"
"NM-11246","GW","656894","3656220","false"
"NM-14493","GW","405171","3706520","false"
"NM-08736","GW","409770","3622580","false"
"NM-19729","GW","330476","3832710","false"
"NM-08841","GW","206582","3627580","false"
"NM-25216","GW","671053","3963890","false"
"NM-26177","GW","316725","4028690","false"
"NM-27217","GW","547382","3542380","false"
"SA-0082","GW","218975","3768870","true"
"TC-428","GW","445067","4077538","true"
"NM-07701","GW","582691","3606600","false"
"NM-26030","GW","448203","4014110","false"
"WL-0275","GW","424776","3645240","true"
"NM-27512","GW","533539","3759480","false"
"NM-01382","GW","671078","3926660","false"
"SM-0130","GW","449682","3635259","true"
"NM-27636","GW","634619","3794460","false"
"NM-07079","GW","148433","3600000","false"
"NM-21310","GW","556830","3869410","false"
"NM-24325","GW","475578","3934230","false"
"NM-11096","GW","635630","3653310","false"
"NM-21109","GW","326392","3864250","false"
"JM-026","GW","303207","3666069","true"
"RA-001","GW","421963","4005393","true"
"NM-05969","GW","247511","3574640","false"
"NM-20021","GW","571290","3836150","false"
"QY-0146","GW","589619","3889740","true"
"NM-28059","GW","359964","3893320","false"
"NM-09224","GW","645592","3629060","false"
"TO-0242","GW","414520","3847630","true"
"SD-0091","GW","385863","3870740","true"
"TO-0382","GW","440492","3864400","true"
"NM-14850","GW","540553","3721440","false"
"NM-23163","GW","666352","3897710","false"
"NM-15085","GW","151773","3736230","false"
"NM-20892","GW","568447","3855690","false"
"NM-00411","GW","408586","3632570","false"
"NM-06167","GW","573656","3576680","false"
"SB-0627","GW","386493","3529272","false"
"NM-19896","GW","659011","3835330","false"
"NM-18004","GW","513545","3798240","false"
"NM-12100","GW","639186","3669720","false"
"BC-0390","GW","362585","3893364","false"
"NM-04332","GW","365162","3543980","false"
"NM-19435","GW","655191","3827680","false"
"WL-0280","GW","184254","3536705","false"
"NM-21232","GW","346673","3868810","false"
"EB-128","GW","414020","3957360","true"
"NM-20814","GW","621915","3854020","false"
"MI-0206","GW","510676","3936152","true"
"NM-15687","GW","327598","3747860","true"
"NM-08501","GW","542284","3618660","false"
"NM-01251","GW","236346","3901030","false"
"NM-02139","GW","673380","3563120","false"
"ED-0095","GW","559498","3590670","true"
"NM-05460","GW","262491","3568020","false"
"NM-01304","GW","372189","3908820","false"
"NM-06428","GW","676122","3583100","false"
"NM-12806","GW","547192","3680700","false"
"NM-15943","GW","653907","3755070","false"
"NM-10017","GW","646134","3638150","false"
"AR-0099","GW","241689","4091530","true"
"EB-241","GW","408198","3946616","true"
"BC-0372","GW","","","false"
"WL-0010","GW","448932","3839476","false"
"NM-12951","GW","556259","3683300","false"
"NM-12837","GW","139261","3687860","false"
"NM-09204","GW","662401","3629140","false"
"NM-02839","GW","535394","3702140","false"
"TS-076","SP","437056","4081565","true"
"NM-03460","GW","226350","3909080","false"
"NM-22140","GW","346800","3884410","false"
"NM-12588","GW","555389","3677050","false"
"NM-04407","GW","134842","3552470","false"
"NM-13626","GW","665710","3694720","false"
"NM-01732","GW","552605","4089490","false"
"NM-01173","GW","470543","3873840","false"
"NM-18637","GW","273439","3811670","false"
"NM-21029","GW","678774","3861580","false"
"NM-25747","GW","403641","3994160","false"
"NM-05856","GW","254992","3573190","false"
"BW-0552","GW","394500","3792380","true"
"SD-0163","GW","373801","3882230","true"
"TV-199","GW","437863","4024095","true"
"NM-17477","GW","559202","3787700","false"
"NM-03584","GW","411192","3984030","false"
"WL-0162","GW","417413","3942423","false"
"NM-22279","GW","374555","3885470","false"
"MI-0142","GW","495322","3934610","true"
"SV-0039","GW","378306","3901525","false"
"NM-06534","GW","586826","3583810","false"
"NM-10109","GW","659424","3639440","false"
"NM-06165","GW","535247","3576440","false"
"NM-24741","GW","667331","3945470","false"
"NM-10720","GW","278568","3648800","false"
"NM-15297","GW","451239","3737710","false"
"NM-00809","GW","447521","3711580","false"
"WL-0345","GW","296300","3778835","true"
"NM-02108","GW","335202","3560320","false"
"NM-09144","GW","200383","3631190","false"
"NM-09059","GW","227838","3629200","false"
"NM-27789","GW","615586","3788690","false"
"NM-08699","GW","218828","3625650","false"
"NM-23296","GW","234710","3902660","false"
"NM-07897","GW","258839","3612240","false"
"NM-11607","GW","621586","3661970","false"
"AR-0128","GW","242498","4091170","true"
"NM-13823","GW","542886","3695030","false"
"NM-05703","GW","222544","3571500","false"
"NM-18695","GW","369449","3810880","false"
"NM-03142","GW","568735","3813420","false"
"PB-0008","GW","377541","3936509","true"
"NM-06441","GW","361526","3582660","false"
"SB-0279","GW","478576","3533715","false"
"NM-17432","GW","531165","3786860","false"
"NM-23511","GW","372061","3907840","false"
"RA-011","GW","381542","4009060","true"
"SO-0200","GW","324783","3791030","true"
"SB-0652","GW","389699","3526896","false"
"NM-07546","GW","205358","3608250","false"
"ED-0340","GW","543203","3549720","true"
"NM-14308","GW","137967","3707320","false"
"NM-14952","GW","637065","3725970","false"
"NM-19130","GW","614116","3818920","false"
"NM-07669","GW","181257","3610870","false"
"NM-28231","GW","169535","4076370","false"
"NM-24402","GW","400922","3936560","false"
"NM-25309","GW","614059","3967960","false"
"NM-26453","GW","457763","4061810","false"
"NM-01062","GW","602186","3843390","false"
"TC-440","GW","447710","4074181","true"
"NM-03419","GW","348366","3894370","false"
"NM-21523","GW","308609","3877590","false"
"DE-0166","GW","672995","3618908","false"
"EB-233","GW","412297","3941297","true"
"SB-0029","GW","507839","3513344","false"
"NM-24177","GW","676366","3931380","false"
"NM-18862","GW","681481","3814230","false"
"NM-12337","GW","555518","3672520","false"
"EB-117","GW","415550","3943525","true"
"NM-12818","GW","675592","3682940","false"
"NM-05682","GW","263982","3570170","false"
"NM-09483","GW","633094","3631630","false"
"NM-11760","GW","554740","3663650","false"
"NM-00599","GW","671477","3664330","false"
"WL-0004","GW","393180","4023664","true"
"NM-21604","GW","382253","3877410","false"
"NM-23965","GW","637628","3921850","false"
"AS-061","GW","445996","4043010","true"
"NM-22605","GW","651236","3889500","false"
"SA-0108","GW","253769","3716768","true"
"NM-03716","GW","169448","3492590","false"
"NM-00697","GW","477160","3692770","false"
"SM-1030","SP","430660","3632480","true"
"NM-10542","GW","555469","3644710","false"
"NM-13545","GW","639030","3693320","false"
"NM-21252","GW","346538","3869030","false"
"NM-23633","GW","368938","3910200","false"
"NM-21665","GW","359392","3879250","false"
"NM-15988","GW","656092","3756520","false"
"NM-06102","GW","590432","3575090","false"
"NM-27572","GW","677666","3793330","false"
"ED-0257","GW","595689","3579770","true"
"NM-04304","GW","226677","3545890","false"
"NM-00344","GW","275973","3624640","false"
"QY-1041","SP","676170","3931250","true"
"UC-0034","GW","664253","4032824","true"
"NM-22978","GW","615083","3893900","false"
"NM-18580","GW","596601","3808370","false"
"NM-14329","GW","547248","3701090","false"
"MI-0298","GW","463893","3966493","true"
"NM-27282","GW","371844","3580090","false"
"NM-21585","GW","347573","3877550","false"
"NM-23482","GW","362518","3909190","false"
"MI-0068","GW","604438","3915358","true"
"NM-27563","GW","668898","3792890","false"
"NM-08213","GW","622829","3615150","false"
"NM-06007","GW","562305","3572940","false"
"NM-11729","GW","675809","3665170","false"
"NM-23991","GW","646406","3923410","false"
"NM-11984","GW","561149","3666520","false"
"NM-12799","GW","552963","3680570","false"
"QY-0006","GW","580896","3883440","true"
"TS-104","SP","436972","4044239","true"
"NM-06924","GW","227486","3594340","false"
"NM-27371","GW","551983","3611130","false"
"NM-27759","GW","606602","3784420","false"
"NM-12796","GW","669598","3682310","false"
"NM-04457","GW","132421","3553850","false"
"TB-1019","SP","411618","3706675","true"
"BC-0016","GW","366513","3880580","true"
"SB-0300","GW","481834","3535310","false"
"TO-0124","GW","376389","3838280","true"
"TO-0387","GW","381323","3876400","true"
"NM-13679","GW","571520","3693840","false"
"NM-10440","GW","147134","3649460","false"
"NM-23720","GW","641674","3913230","false"
"SO-0133","GW","327795","3763488","true"
"NM-04229","GW","240376","3542360","false"
"BW-0010","GW","369221","3595660","true"
"NM-14426","GW","404765","3704520","false"
"NM-06868","GW","215393","3593840","false"
"SB-0026","GW","503236","3512849","false"
"TS-025","SP","437933","4077640","true"
"NM-14072","GW","469241","3696950","false"
"NM-17320","GW","653294","3786460","false"
"NM-20611","GW","548876","3848660","false"
"NM-09919","GW","625153","3636360","false"
"QY-0936","GW","596958","3873990","true"
"NM-07935","GW","591731","3610180","false"
"NM-13107","GW","547115","3686090","false"
"AB-0163","GW","363180","3893520","true"
"NM-02945","GW","164062","3753380","false"
"NM-05606","GW","258916","3569740","false"
"NM-16057","GW","204847","3761400","false"
"NM-09661","GW","225355","3635460","false"
"NM-11247","GW","655522","3656040","false"
"NM-10577","GW","553856","3645200","false"
"NM-02068","GW","138000","3562170","false"
"NM-24589","GW","669464","3941820","false"
"NM-20822","GW","634767","3854450","false"
"NM-12229","GW","657727","3672160","false"
"NM-13298","GW","493152","3688870","false"
"MI-0268","GW","571122","3950846","true"
"NM-01157","GW","641436","3867280","false"
"TV-104","GW","440789","4019142","true"
"CX-0058","GW","563493","4025290","true"
"NM-12240","GW","564774","3670820","false"
"SO-0272","GW","328651","3763918","true"
"NM-15775","GW","668581","3750390","false"
"SM-0177","GW","470461","3646425","true"
"NM-24350","GW","435524","3934890","false"
"ED-0143","GW","572618","3589730","true"
"NM-22000","GW","191772","3886990","false"
"NM-01698","GW","223739","4067760","false"
"NM-18351","GW","651149","3805060","false"
"SB-0719","GW","401976","3519196","false"
"NM-14203","GW","549299","3698790","false"
"NM-22927","GW","391527","3892990","false"
"NM-14555","GW","556110","3708900","false"
"NM-05693","GW","664352","3568940","false"
"NM-22382","GW","392948","3886280","false"
"NM-08678","GW","408069","3621640","false"
"MI-0273","GW","472587","3958835","true"
"NM-06700","GW","220564","3590790","false"
"NM-27926","GW","571098","3831400","false"
"NM-17361","GW","651003","3787190","false"
"NM-27202","GW","393750","3824045","false"
"QU-013","GW","447931","4064282","true"
"SB-0519","GW","448804","3459281","false"
"NM-20244","GW","659889","3841940","false"
"QU-064","GW","459975","4062472","true"
"SO-0150","GW","326433","3777092","true"
"NM-01689","GW","160540","4066380","false"
"NM-13040","GW","630930","3686300","false"
"NM-13270","GW","541648","3688530","false"
"NM-18763","GW","183816","3816230","false"
"NM-03275","GW","411832","3847770","false"
"NM-09582","GW","410943","3631530","false"
"NM-02061","GW","172580","3560780","false"
"NM-15924","GW","621977","3753490","false"
"NM-06200","GW","335025","3578340","false"
"SV-0030","GW","377508","3899590","false"
"TB-0091","GW","406684","3643831","true"
"NM-28239","GW","193480","4078030","false"
"NM-00445","GW","640319","3638640","false"
"NM-00891","GW","133171","3790300","false"
"NM-24754","GW","409260","3944520","false"
"BW-0682","GW","589495","3888660","true"
"NM-00505","GW","280866","3650280","false"
"NM-05469","GW","645854","3566380","false"
"NM-09929","GW","558171","3635640","false"
"NM-02857","GW","666738","3716000","false"
"SB-0347","GW","480194","3528878","false"
"QY-0772","GW","611602","3855020","true"
"NM-00519","GW","274417","3652510","false"
"NM-26595","GW","198960","4074080","false"
"NM-21530","GW","345315","3877130","false"
"NM-07470","GW","206615","3606580","false"
"BW-0807","GW","326151","3991200","true"
"NM-12143","GW","640104","3670750","false"
"NM-24881","GW","406994","3946730","false"
"BW-0654","SP","393987","3630120","true"
"NM-15291","GW","664892","3739290","false"
"NM-09281","GW","199833","3632810","false"
"NM-10691","GW","623463","3646750","false"
"SB-0354","GW","476857","3528362","false"
"QY-0744","GW","628390","3848060","true"
"NM-02218","GW","251142","3570020","false"
"NM-23200","GW","354528","3898370","false"
"GT-019","SP","257779","3636128","true"
"QY-0607","GW","600849","3833000","true"
"NM-10226","GW","553104","3640110","false"
"EB-196","GW","417593","3961707","true"
"NM-07399","GW","662996","3602370","false"
"BW-0435","GW","406772","3620300","true"
"NM-24840","GW","621205","3946240","false"
"NM-15039","GW","423233","3728690","false"
"NM-27042","GW","323604","3778190","true"
"NM-14815","GW","419842","3720270","false"
"AB-0043","GW","345977","3886310","true"
"NM-10233","GW","280378","3642560","false"
"QY-0295","GW","634396","3895970","true"
"TS-043","SP","435660","4041171","true"
"NM-18143","GW","662081","3802050","false"
"NM-10074","GW","657269","3639280","false"
"NM-19638","GW","512251","3829780","false"
"NM-00180","GW","364598","3573930","false"
"QY-0633","GW","601795","3837030","true"
"NM-04426","GW","323272","3547830","false"
"EB-138","GW","404216","3946481","true"
"SB-0690","GW","392825","3521782","false"
"NM-02168","GW","333030","3565250","false"
"SO-0047","GW","332905","3816880","true"
"NM-06545","GW","660849","3584970","false"
"NM-08934","GW","206740","3628530","false"
"NM-16772","GW","676583","3778760","false"
"NM-25377","GW","398430","3971810","false"
"SM-0169","GW","511247","3620962","true"
"NM-02812","GW","571314","3693750","false"
"SB-0774","GW","402293","3508200","false"
"NM-11599","GW","673155","3662750","false"
"QY-0921","GW","656521","3864850","true"
"NM-24733","GW","404454","3944320","false"
"NM-12614","GW","557716","3677460","false"
"QY-0145","GW","590342","3890350","true"
"NM-09342","GW","557169","3629110","false"
"RA-068","GW","418961","4008225","true"
"SB-0848","GW","452570","3541812","false"
"NM-12261","GW","558840","3671370","false"
"BW-0232","GW","403823","3657230","true"
"NM-24642","GW","410693","3941950","false"
"NM-00170","GW","487605","3571460","false"
"NM-26603","GW","654052","4070970","false"
"SM-0255","GW","425863","3616144","true"
"EB-118","GW","416110","3943840","true"
"NM-04857","GW","133387","3562400","false"
"NM-00100","GW","682534","3555690","false"
"NM-07956","GW","557930","3610110","false"
"NM-21774","GW","222790","3883650","false"
"NM-08813","GW","558322","3623140","false"
"NM-23618","GW","371610","3909850","false"
"NM-28354","SP","173762","3688624","false"
"NM-27463","GW","549855","3716220","false"
"SO-0079","GW","313109","3815950","true"
"NM-07435","GW","561838","3601880","false"
"NM-19259","GW","541650","3822230","false"
"NM-24023","GW","457427","3924130","false"
"TO-0363","GW","402140","3859750","true"
"TO-0378","GW","417528","3859160","true"
"NM-15103","GW","537965","3730860","false"
"NM-12695","GW","631017","3679870","false"
"NM-19219","GW","668861","3823090","false"
"AB-0083","GW","357830","3879760","true"
"NM-25962","GW","421185","4006460","false"
"NM-21555","GW","358118","3877230","false"
"NM-01156","GW","676012","3867830","false"
"SA-0319","GW","258950","3716705","true"
"QY-0476","GW","661531","3933960","true"
"NM-21969","GW","368204","3882290","false"
"NM-00624","GW","656816","3672390","false"
"NM-19668","GW","566699","3830440","false"
"NM-02510","GW","558926","3613540","false"
"WL-0025","GW","282394","3898404","true"
"NM-23914","GW","414275","3919200","false"
"NM-19035","GW","625339","3817000","false"
"WS-009","GW","389216","3628270","true"
"NM-25362","GW","409001","3970710","false"
"SA-0088","GW","160750","3746060","true"
"BW-0044","GW","362604","3580160","true"
"NM-01520","GW","512563","3964810","false"
"NM-10158","GW","665492","3640340","false"
"NM-13934","GW","545157","3695530","false"
"NM-03528","GW","671284","3951870","false"
"NM-00166","GW","486682","3570380","false"
"WL-0314","GW","419682","3943039","true"
"TO-0292","GW","398027","3853740","true"
"EB-084","GW","410076","3942848","true"
"NM-24601","GW","405902","3940950","false"
"NM-01433","GW","639117","3939410","false"
"NM-02393","GW","224292","3588440","false"
"NM-26566","GW","447206","4066910","false"
"NM-27471","GW","556598","3722420","false"
"AB-0047","GW","376964","3930110","true"
"SD-0075","GW","376894","3876120","true"
"NM-01319","GW","153735","3913780","false"
"NM-06203","GW","673899","3578560","false"
"NM-24282","GW","461070","3932830","false"
"NM-20153","GW","245173","3842130","false"
"QY-0722","GW","623680","3844900","true"
"QY-0234","GW","613487","3890920","true"
"NM-18326","GW","667446","3805370","false"
"NM-03315","GW","399139","3865960","false"
"NM-02714","GW","532956","3651880","false"
"NM-13805","GW","544359","3695010","false"
"HS-109","GW","289366","3668451","true"
