"WellID","WDBID","PointID","counter","ScreenTop","ScreenBottom","ScreenDescription","OBJECTID","GlobalID","SSMA_TimeStamp"
"FE36774A-DC89-4456-9F3F-BBE335133F71","36","UC-0019","0","60","100","","1316","D543F930-EB25-46D9-B42D-00044C9B4771","0x00000000002C4779"
"278069B0-1649-4D40-9892-390F17CB6750","33392","SM-0039","0","120","200","","768","E898A227-3C9A-4696-BE9E-002BE6F06EFA","0x00000000002C477A"
"45A9EB2E-5F3A-4F1D-95A1-9E31D5F53C14","155591","TB-0128","0","120","140","","1288","EF5EC170-2056-4C1C-B7EB-003322DBE052","0x00000000002C477B"
"DB86C570-B336-4D1B-BE7E-BBFD719CEA71","464","EB-459","0","360","370","","519","95A6FA53-1063-4814-99C4-003FD4A5CF0B","0x00000000002C477C"
"D0B771BA-AC4E-4244-B805-229B06B845A5","523","QU-136","0","308","338","","1010","F1729119-DA74-40A9-ADA0-00404D407847","0x00000000002C477D"
"737F3D89-07E0-43A7-A652-23FEB9C56B1A","","BC-0120","0","480","500","","5051","FD1F5F11-1D54-4640-B1BA-004F5E06C5A0","0x00000000002C477E"
"6B44930C-AB58-4842-8182-80287F8412BA","","AH-073","0","383","403","","1803","B48416FC-8C22-49F3-B71E-0057416C5108","0x00000000002C477F"
"5B187DD2-CDA3-44FE-ABDC-B5A6BDA915BE","","BC-0084","0","140","160","","5021","B33C61B0-45D6-4839-86A6-00697D3847D2","0x00000000002C4780"
"62AA881D-B624-4FA3-B3CF-2047EC87502C","235","EB-231","0","140","160","","290","8722F36C-AE42-460A-A2EB-00992E006676","0x00000000002C4781"
"28B3B3B2-7BBC-4672-8A34-6AF80E2C6EC2","379","QU-049","0","130","160","","960","27EC6226-24F6-46C8-915C-00AC86395271","0x00000000002C4782"
"6AE53A94-F44A-4E31-8E02-E3DBF098B5C5","","NM-04044","0","173","203","","5614","39AA898B-5082-CE4E-971E-00B33A238BF5","0x00000000002C4783"
"B0EB29F7-FF44-413E-97BE-55FDA158FCF8","329","EB-325","0","200","220","","401","E4E19618-AB8C-4078-A4A6-00E7712274EC","0x00000000002C4784"
"A4337B54-DBE6-45F8-B3B6-13DA810B1C98","","NM-00808","0","40","43","","3747","FD150E6A-F81E-4815-854B-00F533E0D1F2","0x00000000002C4785"
"28B7D825-573C-4EE9-AEE6-ABBB286F8AA8","375","QU-046","0","720","900","","959","6DAD5C94-AACE-49FD-98DD-01044E8D9D1E","0x00000000002C4786"
"242FE5C9-0221-4E7E-B0D8-7AFC1121A99D","","BC-0032","0","170","180","","3924","AF50E02F-6B35-41D1-9D8B-010EA3784F01","0x00000000002C4787"
"5F331D08-8606-4722-A31E-C5E65CDB3950","","SO-0217","0","3","18","","3221","7430EFC8-10E3-4D8E-A610-01118B7BE497","0x00000000002C4788"
"70437076-FF37-4849-9994-4E14F59BCA44","","AR-0177","0","10","27","","3731","6A2B028D-72A0-46EE-8C0E-011744B01B80","0x00000000002C4789"
"4FBCA007-2CBD-499E-A181-B06FA510448E","155495","TB-0047","0","260","300","","1245","4E2956E2-6157-4EA9-9A79-01186444BF64","0x00000000002C478A"
"BF6A29AB-4DA0-46B9-BF56-895008886D9A","","SO-0230","0","81","86","","3234","B9211D8A-1B56-4AFA-ADB4-0133ADC978D4","0x00000000002C478B"
"99900D7D-556F-4C3A-9323-4F86FDABAFD7","","NM-03691","0","118","158","","2827","5C3534EA-F1AF-43EB-9B12-0161D6A879C0","0x00000000002C478C"
"7D5B0A51-AA8E-48FB-A309-2CB6DF48463A","","AB-0057","0","320","330","","2602","51290C16-F89B-47F1-AD07-0182418A9106","0x00000000002C478D"
"F54ACA98-AD3C-45D6-9612-BC7F72365169","160","TV-140","0","220","260","","1071","07007449-3DBE-4DB1-9A75-018BC47ED10F","0x00000000002C478E"
"2F1F6B46-A00B-425A-9A16-B8133C142793","33310","EB-606","0","620","630","","655","E19A879F-164A-4252-8207-01BA2D7372FD","0x00000000002C478F"
"D3BAF60F-7277-4E00-959D-5347945584EF","","NM-26884","0","340","380","","4931","31339796-FE45-4B0B-95EF-01BF9160BB98","0x00000000002C4790"
"4F22631D-B2C5-4A94-A1E6-8007F6E93483","33315","EB-611","0","1190","1990","","660","6E7B36ED-6394-497F-83FC-01CAAD6D2F05","0x00000000002C4791"
"734F03B4-5D7A-44E7-B8DB-7AD16388F118","325","SM-0258","0","90","110","0.032"" slotted pvc","850","DE0218F6-96CD-4CEA-A8F8-01D366EBE317","0x00000000002C4792"
"8C6D9CAB-D786-418E-B55C-6DA4CA4C561C","33602","SM-0091","0","700","720","","808","12603E79-A0D3-4408-B7A4-01ED1E26BE73","0x00000000002C4793"
"232863A3-F0F3-4700-8629-AAA5BD77BA5F","223","EB-219","0","76","109","","279","6BC0E7D0-2F4F-467B-9D5C-01FF39C72EC2","0x00000000002C4794"
"F4494EB6-7EF8-47C5-BD0C-77675BA2C0EB","262","EB-258","0","191","205","","317","037DB147-0966-4E26-8911-020F35015011","0x00000000002C4795"
"EDAFFD0B-BEA0-4083-8F45-42667BFAAF93","170","TV-150","0","42","84","","1079","D88DE48F-2283-4C24-80B2-022397180B78","0x00000000002C4796"
"431BFF9C-5F28-4E55-8610-2AAE12484B10","","NM-24714","0","440","460","","3670","05191149-473E-4625-A906-024343550D43","0x00000000002C4797"
"8219F918-91FD-452D-8F7D-A193A135BBF5","400","EB-396","0","90","98","","454","B9DEA0E5-7CA7-4E74-AE5B-02464A1E29DF","0x00000000002C4798"
"FB0F0E87-DC74-4C57-9FCF-E0D553F8ED25","","NM-05562","0","240","260","","3877","78DAF18A-9015-4740-8F42-024A5E033A27","0x00000000002C4799"
"DD3326EE-5314-4524-BF96-19A6A296DAB6","","AH-096","0","262","302","","1783","7568C2E1-6F4A-4F47-B693-025793CDD68D","0x00000000002C479A"
"17503A46-1929-4B81-AEE3-BC9FBE80900C","","NM-03404","0","60","70","","2799","C0E19CE3-18CF-4CF8-84F9-02763EE8898A","0x00000000002C479B"
"F89CC8A9-DC0E-459B-8A56-B3DDA6DAC2B1","","AB-0252","0","","","","5763","951928AB-E6E1-4E34-AFA6-0278B084C3F1","0x00000000002CF39E"
"FA275572-7845-45D2-AC40-1B26B0BD44F8","277","EB-273","0","700","800","","332","FC72D3F3-3F44-42A5-B0E0-027E93601727","0x00000000002C479C"
"F162D6AB-BF4A-0947-9228-963552B72F04","","WL-0139","0","70","90","","5633","36C20AEC-9D68-B947-B2BE-029C036DCFC9","0x00000000002C479D"
"B3FFFFAF-8ABE-4D15-959C-297A1769AE95","","AR-0150","0","25","30","","3089","6C12DD19-7372-42B6-8BD9-02C9DAB927BE","0x00000000002C479E"
"1ACA981A-099B-4253-888E-6DB5E46EA3E5","","NM-24683","0","240","260","","3682","016398C3-0A3F-4B44-A570-02D53BAB8CE0","0x00000000002C479F"
"AF160015-5A00-4A11-BA32-3B97C746056C","232","TV-212","0","360","420","","1122","2552FB0C-B618-4C45-A74F-02D7058676AF","0x00000000002C47A0"
"B7417163-D9AE-4CBC-8FE3-189B94C53C6C","","SV-0131","0","342","362","","3437","63B6DAC0-A4E4-4F99-8E1D-02E1022578E4","0x00000000002C47A1"
"E828E96A-783C-4198-85D1-8CBA6B834CB6","364","EB-360","0","420","440","","429","3B2F8F3B-26FC-4BF8-BC0D-02E676DF69DD","0x00000000002C47A2"
"FF40E45E-2619-4B48-8489-75F0DBF48249","8768","BW-0946","876","99","399","kjhkhfj","5751","6961F656-9CAF-47D7-9BF5-02EBAE06C710","0x00000000002CF37E"
"708164B9-ED6B-4511-B761-E22CF29246F9","","NM-01139","0","147","167","","2788","624F34DA-43AD-4C6E-93C5-02EE6F1AF62B","0x00000000002C47A3"
"6DACD5E0-1FD9-F341-B675-860B1CAB4A94","","PC-023","0","90","100","","5330","63669677-20BD-3E43-BF81-02F352A74747","0x00000000002C47A4"
"1E4AB32D-CF65-4853-A454-0447CCB94916","355","QU-027","0","50","110","","1028","9B59D90C-277B-4E8F-B0AB-03074B83D7AC","0x00000000002C47A5"
"B203E3B5-8E93-4E65-A4E8-A2C889CA13D2","","AS-032","0","435","495","","1525","5EDF2F76-AE08-4617-B547-030D8EFB0833","0x00000000002C47A6"
"A590900F-DC41-4DCF-920E-052F077F4BD8","","BC-0101","0","220","240","","5037","B742086F-B5DA-4377-9AA6-03452865F873","0x00000000002C47A7"
"CC2A95D7-06BD-4949-B62E-3A37B84C8414","320","TV-279","0","80","140","","1187","BCB97F19-8D70-4B48-8737-036D2940BC61","0x00000000002C47A8"
"9A9BD5E8-102F-47E3-8CB1-4892CB7EEF74","282","EB-278","0","468","480","","339","58BE937B-184F-46B6-85A4-037FE3D9DB20","0x00000000002C47A9"
"2031F328-C80E-4670-B755-3EF8F529B003","","NM-05604","0","60","237","","4970","70774806-AB50-4170-9B64-03B761049F40","0x00000000002C47AA"
"84354BF9-80AF-4845-9922-FED592D0253F","","NM-27235","0","720","730","","4976","E368A330-4D15-48BE-8F86-03D5E140A361","0x00000000002C47AB"
"516BB706-F593-4D50-90C9-6D72BB0ACC80","","NM-26682","0","48","53","","3444","25C40EAF-E0A9-4C88-9F93-03DB57966840","0x00000000002C47AC"
"A91485BA-4C80-427D-AC2E-93D94C483889","","NM-27127","0","149","162","","5451","BAD56386-F3C5-2148-85D5-03EB950418B8","0x00000000002C47AD"
"157DE72B-6859-4195-92DD-516A5F34B4A9","37","EB-036","0","62","63","","39","0F4FF64C-7BC6-4040-8245-03F43F09D729","0x00000000002C47AE"
"6C9CC5CB-D292-4FBB-9AED-BBE172149483","189","EB-188","0","200","220","","236","45F63292-617A-40BA-AEC7-03F59467531A","0x00000000002C47AF"
"5BE85693-25A2-487B-A854-DFCC4C45DE16","33371","SM-0013","0","220","260","","761","4A143007-BDC8-4754-9F19-040EB389AEC3","0x00000000002C47B0"
"5A9A0FAA-6EB8-4469-9CE7-3E2D04321EFB","","SO-0224","0","42","47","","3228","D7C38885-2B1B-487E-939E-040F67C4D98B","0x00000000002C47B1"
"8A4D37E2-6B1A-4EF2-B304-7291F575F887","210","EB-209","0","238","260","","269","6C3822FC-FB61-45ED-AA05-041F60BD0229","0x00000000002C47B2"
"86BCFF71-F030-4D89-83DB-5A15746EE91E","129","EB-128","0","320","360","","162","241C12E4-EAE6-4B96-9551-04389F7F91B0","0x00000000002C47B3"
"2161E7F3-B426-4A0C-9CFE-603E68D8A2BC","","NM-01917","0","40","50","","5576","D1DAE437-A9D6-464F-B945-044C09F3DFF7","0x00000000002C47B4"
"78201E48-2E45-BC49-A914-E2DC2DB7C7BD","","PP-001","0","45","60","","5255","E4DF8CA9-EF4C-BD41-9B63-048F327FAF43","0x00000000002C47B5"
"504E5A15-6EC7-4F70-A5B1-1919B7CC26A1","","AB-0116","0","547","587","","2653","262AF6B7-DA8A-4625-8771-04B03AD68CE6","0x00000000002C47B6"
"B11962B2-91F9-4A76-82DF-2D89ECE8C0FC","","NM-26218","0","150","250","","3885","BD1FC4EA-661C-4406-9FEA-04CBB1034446","0x00000000002C47B7"
"88B02DD5-ADB7-0440-97CE-E6D10E68A372","","SV-0144","0","120","160","","5480","4A6370BA-2917-4B45-A949-04CE5614FBF5","0x00000000002C47B8"
"C2BECC25-FFF1-4080-904A-715C67E9EF12","","NM-25104","0","488","509","","3477","58C909DA-5183-4678-98F2-04D23AB47F3E","0x00000000002C47B9"
"0EA23243-8541-4F63-A9BA-7B4DD38648BA","","NM-04297","0","290","400","","3109","8DB6BA64-19D2-4CF6-9E1C-04F063437EFD","0x00000000002C47BA"
"FBA980C4-4631-44AA-9DAE-8A91A84FF2E4","","SV-0067","0","285","325","","3365","4A24BAFB-E590-4AF7-BAEA-04F4F1AD3427","0x00000000002C47BB"
"2C9A5BF3-1938-49DB-8790-48C05F079BB3","187","EB-186","0","240","260","","233","5AEF612B-7123-49F1-83AB-052F7DF7B234","0x00000000002C47BC"
"B7B3964A-BB9A-4F2B-AECB-A3FAE7B995CF","33384","SM-0030","0","395","455","","1231","351F0129-5611-4689-A020-0541ABA532CF","0x00000000002C47BD"
"6340CBCB-B03A-D749-8CA4-FB89FC28466D","","PC-003","0","160","200","","5311","23A39236-B9F1-9840-B692-05491E6FECAA","0x00000000002C47BE"
"BF63CBE6-1B60-40A2-9E6C-DF7FB3A3789A","110","EB-109","0","530","550","","137","7D65A1C7-3D27-484A-9157-05492279C487","0x00000000002C47BF"
"58686880-B818-4AFE-804F-E2A9485A1460","","NM-08418","0","251","236","","3898","6EA9FF6F-5CD3-42D3-95E9-055008A8BACA","0x00000000002C47C0"
"FAF88A70-EE70-45E0-88D5-9CAC483016EA","","SO-0232","0","5","20","","3236","6A4C1F01-B90E-437B-B95E-056C6A6FEFC5","0x00000000002C47C1"
"C6240761-073D-44C0-A5D0-C39CDB6B5664","291","TV-257","0","240","280","","1165","4403EFFF-5DFD-497F-AF0B-057E9A774ED2","0x00000000002C47C2"
"D23F1DBF-741C-42C5-959D-127AD9BBFD01","106","EB-105","0","594","854","","131","D6DA20C6-2A63-45BE-9C5D-05AA0D9F920B","0x00000000002C47C3"
"C4F8A31E-0E5B-46C7-96A3-3FA0CEFB4DE1","","NM-01407","0","260","300","","3042","F7FB1E40-BA9B-4666-9B6B-05AFD0E7832C","0x00000000002C47C4"
"3C817A61-9D90-41A7-909A-CD50BB8AD511","113","EB-112","0","360","420","","143","3D9F3F5A-CB6B-4A19-A3A2-05BEF0B36152","0x00000000002C47C5"
"468F5712-5402-4432-984E-A0BD78D69852","","NM-24995","0","355","395","","3568","45B045B5-FC48-462D-9F06-05CA8A851BF9","0x00000000002C47C6"
"FD8226A8-79F9-7147-A450-3D8175D3E36E","","NM-28281","0","60","100","","5434","69420649-3B8E-AC4F-B8C3-05CAD261C89E","0x00000000002C47C7"
"7D807F6A-417B-44F2-85BB-E70AFACBE49C","","QY-0858","0","150","160","","2996","6D1A8481-5CB8-49C9-B649-05CCF8DCC81B","0x00000000002C47C8"
"72786592-067E-4B58-BAE1-A429F4266B8E","568","GT-016","0","55","75","","1341","16A5666F-72C9-454F-9B22-05E121710B00","0x00000000002C47C9"
"274C4763-1114-4171-99EC-CD73D40C6F9F","","SO-0186","0","44","49","","3184","23B51920-D036-4143-AF77-05F3125393D2","0x00000000002C47CA"
"166601AB-666A-49D7-B1AE-92DB397A7465","98","EB-097","0","860","1000","","119","40B7522F-76B0-48B6-8E65-060B6C6463F5","0x00000000002C47CB"
"1AA2BF45-C129-4613-B936-5A56F211DF0C","","AB-0004","0","739","744","","2562","695666EC-AF5D-48E1-BF0E-06371FFA4ADF","0x00000000002C47CC"
"76D6FE6C-E471-41F8-A710-EF52239EE8B2","","NM-01094","0","200","210","","2805","8834DBB9-D81C-457E-BAF6-063799B2436A","0x00000000002C47CD"
"CA0E2632-0E2E-FF43-A404-1E306A700262","","PC-112","0","420","665","","5402","6D410DCC-4903-6A42-9B13-06947D6148BB","0x00000000002C47CE"
"4B49E285-7574-4C81-8F2E-6078DBACB077","","BC-0241","0","530","540","","3535","AB12DD28-BD60-489D-BA60-069E5071EB19","0x00000000002C47CF"
"B67F7B7A-806D-4D21-BF4D-56AD22F874A3","","QU-073","0","33","43","","2418","AD8166F0-9AF3-41C5-B4C1-06A1F33F324F","0x00000000002C47D0"
"A4D92C0D-87C7-4CCB-8754-D21CC93464A0","489","EB-480","0","500","1490","","561","06B9A1FB-798B-4FEB-BBC3-06BBF14F5ADE","0x00000000002C47D1"
"1AF2D0AB-15B6-4E2E-AF9B-394E068D6EE1","","NM-01465","0","88","89","","3061","7F19FEBC-1861-4EF1-9F40-06D5674009D2","0x00000000002C47D2"
"D45184E7-8CFB-294B-93CA-1BCAE8D02566","","WL-0273","0","240","300","","5704","F6A4B53D-C566-5341-B3FF-06DB7B37270A","0x00000000002C47D3"
"5B854F8C-E5DC-4421-A4CD-9D53362A4D60","","SV-0015","0","223","263","","5184","8697D97A-053A-B84C-AB4C-06F649210FFD","0x00000000002C47D4"
"42F0F524-7B4F-4C15-8C4A-85506E939B8C","","AS-046","0","320","720","","1534","94A5BCD0-6240-4202-8E04-06F756396C46","0x00000000002C47D5"
"695CF0C9-D248-414F-AE04-FA71A54F40E2","","QU-166","0","104","114","","2479","3D3DBE4C-E210-4CE7-84DC-0732CDD758DF","0x00000000002C47D6"
"6CAD0E35-DB67-4171-8079-40CDC9767E78","168","TV-148","0","80","100","","1077","62D6B4A0-D95B-4499-B34B-0735B533E836","0x00000000002C47D7"
"3E0615BF-72CF-476B-B863-D42CAB4A1A91","33375","SM-0037","0","42","82","","1227","5825BDA4-2D88-49AD-A2EE-0744B468037A","0x00000000002C47D8"
"534A22B2-175E-4366-BD74-4CBD0FF56366","155696","TB-0214","0","110","120","","1302","11E1C6E1-CC3C-4823-B112-07489AAF27DE","0x00000000002C47D9"
"11275315-7565-42FC-A199-ACB2DE7E4BDF","174","EB-173","0","600","620","","216","BE1E61CC-408D-409D-ACE5-077551D47372","0x00000000002C47DA"
"3C6D3722-C70E-439C-8DAD-1D55BF7FEA8C","","TC-277","0","284","337","","2144","650E2007-E62D-4E36-AA38-079DA8942377","0x00000000002C47DB"
"3DA77CC0-FC95-4C72-92DA-6F930AC03646","","NM-26968","0","220","240","","5104","5F516BB4-3606-4D88-9AD7-079E1F46DAF2","0x00000000002C47DC"
"1D338526-FB43-4F2C-A01C-165E281AFAE6","","CP-0024","0","340","400","","2938","9FAE4A47-5836-4BCF-87B5-07AEBF484C4E","0x00000000002C47DD"
"235C6784-87DE-4561-A569-33E6BF377724","","NM-26951","0","545","575","","5301","6E8FE508-97FF-1B45-8F18-07BD4065AC4C","0x00000000002C47DE"
"C3CD5B8B-FD05-4E79-A695-1C8BE35C66EC","","NM-04691","0","400","430","","3869","C32F0C8B-223A-4CC7-BF4B-07C08426E072","0x00000000002C47DF"
"8FA2DE80-5A81-4D64-A1B3-E8EEBAAFEF6E","","SV-0136","0","178","198","","5209","A21C2B9B-B3A1-1E44-A0A8-07D0BA94B601","0x00000000002C47E0"
"3B5C827D-9A3E-4089-991F-0490D183F2A1","","AS-063","0","640","670","","1551","F69A7CCB-C8A2-4842-80FB-07D711AD7F59","0x00000000002C47E1"
"6263F194-6528-446E-881A-0ACFB12BE6C7","","NM-09575","0","80","260","","5561","031E0B69-B268-6946-8873-07F9BF34349B","0x00000000002C47E2"
"4F21B887-3166-436A-BB7B-7C925A778A4C","","NM-00769","0","163","183","","2902","5E555319-B760-494D-A6D4-0801422860A5","0x00000000002C47E3"
"B7AA6B15-F0D8-A64D-95E9-A5D1C17519CC","","PP-057","0","178","218","","5282","5C3B41F4-26DF-7A4D-84C1-08023231D885","0x00000000002C47E4"
"DA1A0469-D8EA-443A-8E67-E5831D9676C5","262","TV-233","0","269","289","","1145","F32E6114-9946-466E-9465-0812A9CFDCF7","0x00000000002C47E5"
"B994C12E-5553-429F-BFE8-17CD6E1E385B","","NM-21081","0","25","45","","3814","C70EF96E-C4E0-481C-8449-0819BC0A5A88","0x00000000002C47E6"
"D8EB8ED1-106D-4F6B-B618-D59FF1B006D8","","AB-0195","0","760","1520","","2716","45F08402-DBCC-4B26-8D30-0823142D28DC","0x00000000002C47E7"
"7DA63F4F-C776-4A67-9B42-07E3A8198CBC","","SA-0134","0","154","214","","5686","615AABE0-DC45-E54A-82B9-082ABDC13FC2","0x00000000002C47E8"
"1B50EC1F-A312-4D25-B123-7ECBD470DBA2","","NM-06703","0","610","710","","3895","C8656610-B10D-49B6-BDF1-083FA11F3FFB","0x00000000002C47E9"
"5CF2D720-B0BB-4D2F-BF8E-B74E031BD14F","","BC-0161","0","125","145","","5133","4DC91290-9D0A-4C68-AAC9-0869403ED694","0x00000000002C47EA"
"603E5EB1-1390-4BE1-A715-B071D66F54A3","155732","TB-0227","0","0","105","","1305","F3DA7163-3D41-4C69-9E36-087CB307BD2D","0x00000000002C47EB"
"33BE5012-772A-48A0-8A79-C7B94B22802B","","TC-253","0","90","110","","2126","AB8364D5-BDAD-4E60-9D01-087E57DD7CB2","0x00000000002C47EC"
"A585755F-6617-4DCB-AF21-9232753876FA","","SO-0153","0","46","50","","3151","F4DC1E0F-FB37-4506-9B59-088C49656FD3","0x00000000002C47ED"
"B3D3A444-44D0-4C0D-BA3C-BB75AA97189F","","AH-060","0","540","580","","1747","696266BC-052F-41D0-BD93-08C9D8C40151","0x00000000002C47EE"
"AEC357D8-CDAA-491C-9DD0-66035EACD284","","NM-24673","0","230","252","","3687","C2C4F67C-E580-441B-B964-08D1A0D71E42","0x00000000002C47EF"
"8AEE9CB9-0D67-408E-B4F2-1BC4A4BA50DE","","TB-0310","0","100","160","","3126","7A84090D-1F3F-45CC-B49B-08D6CDA9CAE8","0x00000000002C47F0"
"1D26B8A0-EED3-4BBA-9F6C-4F77E2BA34B0","","NM-21280","0","80","100","","3821","B861DEE9-17E7-46FD-8FFD-0902E598A12E","0x00000000002C47F1"
"54A60E49-C54A-48C6-A0D3-892BD3FA8618","","TV-283","0","70","90","","3013","98FF645E-0D39-445E-8D6D-0906BC377E6B","0x00000000002C47F2"
"9E5669BE-9288-4884-A2F8-94E09030C4F1","155530","TB-0064","0","7","50","","1261","088A61FB-C13F-44E9-AD1F-091443D760BA","0x00000000002C47F3"
"593A6885-3589-4AFE-A5AF-3D89BB0DFC75","","SV-0056","0","200","240","","3354","CCBD6C40-A5E6-4223-8299-0924F746E26D","0x00000000002C47F4"
"E9DC18FC-5FAA-4C60-AE7C-1E5A013D7DAF","","NM-24951","0","410","435","","3587","66DA1C8D-AA3E-431A-BFCF-0964433905A7","0x00000000002C47F5"
"061E1499-17FC-46AA-A540-5D15C589F061","283","EB-279","0","395","415","","340","DDCB1BAA-F13E-4DA6-B84F-096D342CC113","0x00000000002C47F6"
"3FA5664A-99AC-4E1C-9895-54B33AD42B06","80","EB-079","0","540","560","","91","92A52578-80E7-43C8-B187-0976B88317D1","0x00000000002C47F7"
"876A4BBB-0C60-D944-9A2C-EE0D18337A83","","WL-0065","0","190","250","","5223","49D41B22-A4BD-894D-ACDF-097FCB5DF39B","0x00000000002C47F8"
"9D7BE9E9-F953-4738-8DBC-7F553258CCAF","33237","EB-522","0","50","65","","596","9EC9A918-E82A-4EC0-B6BF-09B780C0AD7F","0x00000000002C47F9"
"C195D791-7C9C-4CBB-B5A2-E5B640FEF927","","BC-0034","0","120","140","","4959","7536F49C-7F0B-4D88-AB13-09B799FBFE1D","0x00000000002C47FA"
"007A5201-BDD3-4643-B780-B22D56BBEA8B","","BC-0010","0","150","170","","3911","961BBDFC-218C-4A47-AF7B-09CCADF8C7D4","0x00000000002C47FB"
"B152162A-EBDD-394D-A1FB-1EB4549E5D9E","","PC-103","0","73","103","","5394","42AB75D0-5A23-9746-8277-09D72E4A1087","0x00000000002C47FC"
"6EE971B6-71DF-467C-996B-06E44A8BFBCD","444","EB-439","0","207","222","","502","0B58CAA5-C0E9-4AB8-BF8C-0A10C75BE2F1","0x00000000002C47FD"
"80274863-0F34-4491-8577-4BAF27AA4BD7","","NM-03338","0","81","86","","2819","E33C3E3F-E4E4-4455-9907-0A1F2D3B515A","0x00000000002C47FE"
"DE0F748F-3CAA-D149-BE24-9C06392C1FE4","","PC-101","0","664","674","","5393","9BC0BA5A-2263-0941-875F-0A33FFE32694","0x00000000002C47FF"
"E24588EC-06A2-4F9B-98F3-AAC30CBFC3BA","","SO-0150","0","3","13","","3148","AC057E88-07CB-4B40-BF6E-0A4C544E41E6","0x00000000002C4801"
"6C5D62D6-50C1-4AA6-A3A1-41215106165E","78869","SM-0234","0","160","180","","837","65E64E14-3C58-47AC-B6F5-0A5DCB35A500","0x00000000002C4802"
"1C25EDAD-0B30-4B82-A552-896F9AC94FFA","104","EB-103","0","106","108","","126","1CCABF41-037E-437C-8A88-0A7C2A3683E4","0x00000000002C4803"
"44139B9D-08A0-4C0B-9452-611A692333E5","490","EB-481","0","592","620","","564","B17C49D7-89D2-4269-AE35-0A9322154E57","0x00000000002C4804"
"674C1936-BE02-4870-BAA5-EBE76C457E0A","","NM-24850","0","127","137","","3630","5CC2E91B-1853-4D02-9403-0AA721CE56FD","0x00000000002C4805"
"D0F74F13-54DD-4D76-9B2E-DA379A0B5DFC","","TV-301","0","998.5","1039.5","","3002","6847459D-0130-4013-9C93-0AB000458F5F","0x00000000002C4806"
"4F771A6D-32FD-4247-B9C6-2EC84A078068","363","QU-034","0","50","90","","953","9C1A89EB-A612-4657-8BA9-0AB2869DCEFD","0x00000000002C4807"
"7543AF25-5AFA-42DE-B46F-424DC60227D0","406","HS-046","0","25","42","","1207","510B97BF-1E6A-42B4-98D3-0ACA40C2F412","0x00000000002C4808"
"90671ED0-8148-E24F-B3B3-27AEA061E191","","PP-063","0","84","104","","5250","464D39E2-D375-4744-88F3-0AF3D06A1B7A","0x00000000002C4809"
"EE18C300-8E5A-4193-8E1D-4AA3132A99FB","33364","EB-655","0","500","520","","697","70172278-A59D-4932-9803-0B170A6C8C07","0x00000000002C480A"
"479CBB00-4AB2-3C42-91FF-CD5F6AFD1685","","WL-0254","0","200","340","","5685","27CBEB55-8947-4949-9C84-0B2642F34EB7","0x00000000002C480B"
"584EED4A-1036-4C2E-8F95-6D3B59FE2190","","NM-01690","0","300","330","","3760","88A628FD-ECD7-4BF4-AD7B-0B2F8E1999D2","0x00000000002C480C"
"7FEE0937-B92F-412A-A3E2-562968C2CAAB","527","SA-0220","0","395","415","","878","C222AAA6-FC98-46FE-9391-0B58FF27480F","0x00000000002C480D"
"EC50AF10-9C26-42EE-B424-747433AD99FD","195","EB-194","0","148","183","","247","A86811E6-B9BB-4FEA-9438-0B94305EE7D7","0x00000000002C480E"
"F8E061AF-FED4-D34B-816B-74C6F7E7849E","","PC-069","0","184","234","","5369","3A4A6239-D5DE-8B43-B7CE-0B97A19DF8F2","0x00000000002C480F"
"B4154C7B-BB6A-44F9-B3A4-5DCC922C6435","","NM-00678","0","100","120","","2886","E434DAA2-0A1F-467B-AB2B-0B9C4F41FBC1","0x00000000002C4810"
"774D3F74-FB79-4585-A457-94DB8EB24095","","WL-0037","0","105","137","","4946","F127EF00-E757-4F21-B5EF-0BAE3AA3057A","0x00000000002C4811"
"CC3DB2A7-0C1D-4A89-80CB-00FD59008ED3","","AB-0199","0","388","428","","2720","B6D525CD-767A-470B-A520-0BC37E378CA2","0x00000000002C4812"
"BBADE39D-E5A8-4C71-BE1E-D511D94F18C7","464","SA-0175","0","545","574","","871","337E76A5-EF17-4E43-B885-0BC3D92573C7","0x00000000002C4813"
"CDAA06F1-2105-4812-B888-7AACB0A69F1F","","AR-0017","0","12","17","","2949","728336DC-D8B7-452A-B22C-0BCA43EE95BE","0x00000000002C4814"
"EDF64101-F495-4420-ADC9-C6C3D46BBA99","213","TV-193","0","180","200","","1111","C7FD6FE1-3D13-49D0-B05E-0BD8446E9961","0x00000000002C4815"
"414FD68A-E4B8-4B48-8664-591B7AFA6E8A","361","MG-033","0","418","438","","925","7590C2DF-3C48-4B8D-BF72-0BDAA76B5483","0x00000000002C4816"
"EE18C300-8E5A-4193-8E1D-4AA3132A99FB","33364","EB-655","0","560","580","","696","39809F3D-10E5-42AD-91E8-0BDD635B50E0","0x00000000002C4817"
"26BAE4B3-4F43-4A86-B20A-AD5D335E965F","","NM-25192","0","590","630","","3451","3DD66982-B177-4590-8F14-0BF1B686F3C3","0x00000000002C4818"
"B4B8F865-82AA-49C8-9384-2A79432DD0A1","407","HS-047","0","40","60","","1219","084E77D0-E6A7-43DA-8DE9-0C1BE9F2EA63","0x00000000002C4819"
"C6B814D3-5556-4B5F-99A2-C72BBB276054","","SV-0004","0","270","300","","3290","F973577B-35ED-4A25-86AE-0C27332EBD90","0x00000000002C481A"
