LocationId,DateCreated,PointID,SiteNames,SiteID,AlternateSiteID,AlternateSiteID2,SiteDate,DataReliability,Confidential,SiteType,WL_Continuous,WL_Intermittent,WaterQuality,WaterFlow,Hydraulic,Subsurface,WellorSpgNoData,SubsurfaceType,Easting,Northing,UTMDatum,CoordinateNotes,Altitude,AltitudeAccuracy,AltitudeMethod,AltDatum,Latitude,Longitude,LatLonDatum,CoordinateAccuracy,CoordinateMethod,Township,TownshipDirection,Range,RangeDirection,SectionQuarters,SPX,SPY,QuadName,County,State,LocationNotes,WLReportDeliver,ChemistryReportDeliver,WLReportNote,ChemistryReportNote,X_NAD83_Zone12,Y_NAD83_Zone12,projectname,USGSProjectID,ObjectID,LatitudeDD,LongitudeDD,SSMA_TimeStamp,PublicRelease,Geometry,UTMZone
E4424085-6622-43BD-B6AE-00EB6AB3D6EC,2015-07-15 00:00:00.000,MI-0052,SiteNames_852eef73,SiteID_38a98847,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,0,1,0.0,0.0,0.0,0.0,,472338.0,3927284.0,NAD83,CoordinateNotes_97b32636,6075.36,3.3,N,NAVD88,,,NAD27,,R,13.0,N,14.0,E,9.32,,,Sena,San Miguel,NM,LocationNotes_68e1fdb6,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,14240.0,13250.0,,,31158,,,0x000000002C39FD91,1,,13
5B48F590-E3A8-42DA-9932-00EC4EA7073B,2015-01-27 00:00:00.000,NM-18489,SiteNames_525ce38a,SiteID_586ab80d,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,612814.0,3799332.0,NAD83,CoordinateNotes_66acb0d7,4266.0,5.0,M,NGVD29,,,NAD83,S,M,,,,,,,,Tolar,Roosevelt,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,15404.0,-7418.0,,463527100,10749,34.33074239117117,-103.8014695152252,0x000000002C39FD92,0,,13
6C51C1B2-61B5-4271-8442-00EC816ADAAF,2015-09-28 00:00:00.000,QY-0155,SiteNames_9a872db8,SiteID_38a98847,AlternateSiteID_658120c9,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,610746.0,3897898.0,NAD83,CoordinateNotes_514b3639,4160.0,10.0,R,,,,NAD27,,R,11.0,N,29.0,E,13.321,,,Liberty Mesa,Quay,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,3468.0,4628.0,,,32222,,,0x000000002C39FD93,1,,13
28FBCC4B-8038-4BE4-9F0B-00F06887C865,2015-01-27 00:00:00.000,NM-07766,SiteNames_7888936f,SiteID_43fb352e,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,680094.0,3620538.0,NAD83,CoordinateNotes_f44dc42d,3559.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Monument South,Lea,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,17252.0,11908.0,,463527100,17672,32.71045673927928,-103.10922250657656,0x000000002C39FD94,0,,13
E4611E18-D33B-460B-B2F5-00F1C806D6B0,2015-01-27 00:00:00.000,NM-17937,SiteNames_0eb72553,SiteID_02f4c1f4,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,668560.0,3788736.0,NAD83,CoordinateNotes_42ae00c6,4189.0,2.5,M,NGVD29,,,NAD83,S,M,,,,,,,,Oasis State Park,Curry,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,8334.0,-10034.0,,407,26360,34.2274598436036,-103.18348117891892,0x000000002C39FD95,0,,13
F6A731C3-F76E-40BC-BAFB-00F20414CBEE,2014-11-18 00:00:00.000,AB-1000,SiteNames_7b82f988,SiteID_38a98847,AlternateSiteID_703590cd,AlternateSiteID2_2788856f,,U,0,SP,0,0,1,0.0,0.0,0.0,0.0,,315613.0,3849958.0,NAD83,CoordinateNotes_e5f77ac6,5744.0,,R,NGVD29,344148.0766486486,1070704.0888175948,NAD27,,R,6.0,N,3.0,W,35.443,,,Mesas Mojinas,VALENCIA,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,9644.0,8508.0,,,6690,,,0x000000002C39FD96,1,,13
40A881A6-C617-46F5-B0F6-00F21D5F75C8,2015-01-27 00:00:00.000,NM-21401,,SiteID_5ad44b5a,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,335539.0,3856550.0,NAD83,CoordinateNotes_265aecbf,4915.56,0.01,L,NAVD88,,,NAD83,H,G,,,,,,,,Isleta,Bernalillo,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-10318.0,-16040.0,,,20073,34.83968160549549,-106.78175217495496,0x000000002C39FD97,0,,13
E5B4C873-B9C6-44B2-B431-00F9141AD5F1,2015-01-27 00:00:00.000,NM-17547,SiteNames_8a1a153d,SiteID_fa0dc314,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,542196.0,3774712.0,NAD83,CoordinateNotes_5d443d8b,4662.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Wright Ranch,De Baca,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,19428.0,-14088.0,,463527100,28598,34.11315919108108,-104.57773398297296,0x000000002C39FD98,0,,13
9F60C900-97C0-4ED4-ACB8-00FBD5FC0BA1,2025-01-25 00:00:00.000,SAC-0282,SiteNames_1b8b6faf,SiteID_38a98847,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,2025-01-16 14:30:00.000,C,0,GW,0,0,0,0.0,0.0,0.0,0.0,,308511.0,3754284.0,NAD83,CoordinateNotes_b4a70045,4551.0,,,,,,NAD27,5m,G,,,,,,,,,Socorro,NM,LocationNotes_6eaa6c5e,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-19148.0,-150.0,San Acacia,,40575,,,0x000000002C39FD99,1,,13
A132F49A-2075-4B94-9CC7-00FC8CEDF5E9,2015-01-27 00:00:00.000,NM-26041,SiteNames_cdeb144d,SiteID_4c433f37,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,582649.0,4002674.0,NAD83,CoordinateNotes_c723f902,5837.0,10.0,M,NGVD29,,,NAD83,T,M,,,,,,,,Gladstone,Union,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-12206.0,-12516.0,,,22779,36.16421768324325,-104.05382242396396,0x000000002C39FD9A,0,,13
80438163-C987-43EF-9E4B-00FD539742F6,2015-01-27 00:00:00.000,NM-14104,SiteNames_96f75294,SiteID_de055466,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,558890.0,3708982.0,NAD83,CoordinateNotes_f747301b,3523.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Bitter Lake,Chaves,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,9558.0,11522.0,,463527100,9733,33.519178011801806,-104.3833041918919,0x000000002C39FD9B,0,,13
166DAAED-AA97-429B-A25F-00FDF458D6BB,2015-01-27 00:00:00.000,NM-10729,SiteNames_f8a233a8,SiteID_bdd10006,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,255598.0,3664950.0,NAD83,CoordinateNotes_4fb6245c,5202.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Skute Stone Arroyo,Sierra,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-10922.0,15720.0,,463527100,20513,33.09808358162162,-107.5962025363964,0x000000002C39FD9C,0,,13
C3EC7097-0926-45A5-A41C-00FE4EA011FF,2015-01-27 00:00:00.000,NM-25543,,SiteID_6d7317f5,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,388417.0,3983272.0,NAD83,CoordinateNotes_dc64ea06,5730.0,10.0,M,NGVD29,,,NAD83,S,M,,,,,,,,Espanola,Santa Fe,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-18682.0,2682.0,,,26119,35.989464062162156,-106.1986068463063,0x000000002C39FD9D,0,,13
7591694C-3783-4D5C-AC0F-00FF1CCE155B,2015-01-27 00:00:00.000,NM-06745,SiteNames_8b4b802b,SiteID_7bc524a0,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,247111.0,3599304.0,NAD83,CoordinateNotes_daa0e35d,4480.0,5.0,M,NGVD29,,,NAD83,T,M,,,,,,,,Florida,Luna,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-13922.0,8784.0,,463527100,25484,32.50533302513513,-107.66683753342345,0x000000002C39FD9E,0,,13
E6A0714E-34CA-4182-919C-01091774C529,2014-10-01 00:00:00.000,NM-00813,SiteNames_0066e94e,SiteID_cc95cafe,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,455757.0,3695700.0,NAD83,CoordinateNotes_67ef7d9f,6593.0,20.0,M,NGVD29,333258.85054054053,1052131.5153734535,NAD83,R,G,9.0,S,16.0,E,3.3243,,,Capitan Peak,LINCOLN,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-10952.0,-16590.0,,463527100,6259,33.400262760540535,-104.84323765655206,0x000000002C39FD9F,0,,13
C774CB79-02E0-4045-9FD5-0109BB4FFB2E,2014-10-01 00:00:00.000,NM-01604,SiteNames_5bccf8cb,SiteID_67acfdbc,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,319925.0,3998198.0,NAD83,CoordinateNotes_48c16aad,7280.0,10.0,M,NGVD29,361412.87421621627,1070225.033112841,NAD83,S,M,23.0,N,2.0,W,10.3214,,,Five Lakes Canyon NE,RIO ARRIBA,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,3274.0,-13962.0,,463542300,5476,36.111179556216214,-107.0072084490866,0x000000002C39FDA0,0,,13
66CEDBF1-ECE2-493A-97BA-010A24640D57,2015-01-27 00:00:00.000,NM-15888,SiteNames_121b9133,SiteID_eb76ede0,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,634092.0,3741578.0,NAD83,CoordinateNotes_9fabef14,4328.6,2.5,M,NGVD29,,,NAD83,S,M,,,,,,,,Dora,Roosevelt,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-19098.0,-11752.0,,463527100,29077,33.80338116612612,-103.51506222405406,0x000000002C39FDA1,0,,13
615EB4AF-3C12-42B0-ACFE-010D3736C00F,2015-01-27 00:00:00.000,NM-04371,,SiteID_6d51e282,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,331212.0,3526926.0,NAD83,CoordinateNotes_cf7dba33,3804.0,10.0,M,NGVD29,,,NAD83,S,M,,,,,,,,La Mesa,Dona Ana,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-12994.0,-19024.0,,,7602,31.86760135261261,-106.76705718306306,0x000000002C39FDA2,0,,13
7A255C94-4DFC-4FEE-A43F-010D4354C9F4,2015-01-27 00:00:00.000,NM-19904,SiteNames_fa6cb03a,SiteID_de488752,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,336109.0,3816386.0,NAD83,CoordinateNotes_99c3ba54,4950.0,4.3,N,NAVD88,,,NAD83,S,N,,,,,,,,Tome,Valencia,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-6660.0,-19014.0,,,12033,34.4771471427027,-106.77565,0x000000002C39FDA3,0,,13
3E81A507-0BEC-459A-A154-010DAE7FEA28,2015-07-15 00:00:00.000,MI-0087,SiteNames_f58530b4,SiteID_38a98847,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,455673.0,3937994.0,NAD83,CoordinateNotes_97b32636,6537.27,3.3,N,NAVD88,,,NAD27,,R,14.0,N,15.0,E,11.2,,,Tecolote,San Miguel,NM,LocationNotes_944a5fbe,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-15456.0,13810.0,,,31193,,,0x000000002C39FDA4,1,,13
43799C68-DABB-4EFD-A1EE-010F5F4AFE5E,2015-01-27 00:00:00.000,NM-18364,SiteNames_09fec640,SiteID_973f0afc,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,348945.0,3805932.0,NAD83,CoordinateNotes_8b4d5004,5283.0,10.0,M,NGVD29,,,NAD83,F,M,,,,,,,,Black Butte,Socorro,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-194.0,532.0,,,21425,34.3837473827928,-106.64260117774776,0x000000002C39FDA5,0,,13
1CDA6F5A-DD7A-42B1-9970-010FA2686629,2015-01-27 00:00:00.000,NM-05898,SiteNames_1c117c32,SiteID_82cc779c,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,228267.0,3566620.0,NAD83,CoordinateNotes_b6151f42,4315.0,5.0,M,NGVD29,,,NAD83,T,M,,,,,,,,Deming East,Luna,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-14826.0,-7300.0,,463527100,29127,32.20682127423424,-107.86109607756758,0x000000002C39FDA6,0,,13
FCE9D9A2-2C31-4DC5-B916-0110F1649C34,2023-06-06 00:00:00.000,BC-0411,SiteNames_458f5f29,SiteID_38a98847,AlternateSiteID_8adb11d3,AlternateSiteID2_2788856f,,U,0,GW,0,0,0,0.0,0.0,0.0,0.0,,341061.0,3876358.0,NAD83,CoordinateNotes_b4a70045,5154.0,,R,,35.01736786675676,-106.74121295763952,NAD27,,R,,,,,,,,,BERNALILLO,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,16.0,4302.0,,,40305,,,0x000000002C39FDA7,0,,13
9F24B0B2-D5D8-477C-8B49-01112915D962,2015-01-27 00:00:00.000,NM-08766,SiteNames_f04ba5bb,SiteID_9c430281,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,558394.0,3614244.0,NAD83,CoordinateNotes_2091b6d3,3314.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Lake McMillan North,Eddy,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-2404.0,-8326.0,,463527100,24589,32.66427194099099,-104.37272948765768,0x000000002C39FDA8,0,,13
63180F82-CFC8-46FF-B096-0117B7FF078F,2015-01-27 00:00:00.000,NM-15137,SiteNames_bd9ea045,SiteID_bd01abed,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,368027.0,3729298.0,NAD83,CoordinateNotes_210b2248,5790.0,12.0,M,NGVD29,,,NAD83,F,M,,,,,,,,Red Canyon,Socorro,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-19332.0,-3252.0,,,26193,33.69772047270271,-106.38999568216217,0x000000002C39FDA9,0,,13
20513935-E8E0-4164-A51E-01192640B404,2015-01-27 00:00:00.000,NM-06058,SiteNames_61e78304,SiteID_67b589a1,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,571429.0,3591576.0,NAD83,CoordinateNotes_587de3d2,3005.1,,U,NGVD29,,,NAD83,T,M,,,,,,,,Loving,Eddy,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-15848.0,17586.0,,463527100,15312,32.45771998243244,-104.21576959477478,0x000000002C39FDAA,0,,13
31B5E55E-AC5B-459B-9DBD-011A34C4FC99,2015-01-27 00:00:00.000,NM-21586,SiteNames_c6faee4e,SiteID_53277891,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,343570.0,3882742.0,NAD83,CoordinateNotes_409d2274,4929.92,0.01,L,NAVD88,,,NAD83,S,D,,,,,,,,Albuquerque West,Bernalillo,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-3930.0,5192.0,,,18979,35.07594144477478,-106.70711651540542,0x000000002C39FDAB,0,,13
8EB4B3F4-7C81-45F2-B987-011A52F9C123,2015-01-27 00:00:00.000,NM-07793,SiteNames_04820be8,SiteID_d1034a98,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,665836.0,3627246.0,NAD83,CoordinateNotes_cacc54f6,3725.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Monument SW,Lea,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,16270.0,18396.0,,463527100,21100,32.772797249729734,-103.25946456342344,0x000000002C39FDAC,0,,13
85A3B76D-F839-44C7-83E5-011C58EA3AC6,2015-01-27 00:00:00.000,NM-06091,SiteNames_3720a396,SiteID_594c639d,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,589385.0,3569036.0,NAD83,CoordinateNotes_0eb9cdfe,2979.6,,U,NGVD29,,,NAD83,T,M,,,,,,,,Loving,Eddy,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-134.0,-5714.0,,463527100,21224,32.25447703252252,-104.05031246720722,0x000000002C39FDAD,0,,13
B28D2A73-09AB-423E-8BC9-01206B8C8212,2015-01-27 00:00:00.000,NM-10560,SiteNames_d9c771c4,SiteID_4ccb2a8f,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,630732.0,3634842.0,NAD83,CoordinateNotes_f107097f,4115.6,,U,NGVD29,,,NAD83,T,M,,,,,,,,Buckeye NE,Lea,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-4068.0,-10918.0,,463527100,24159,32.84342742963964,-103.59465163864866,0x000000002C39FDAE,0,,13
DA4FC2B6-8715-4B90-B591-01240980E2D7,2016-02-16 00:00:00.000,ED-0014,SiteNames_14e2ee6c,SiteID_38a98847,AlternateSiteID_8c73bd54,AlternateSiteID2_2788856f,,U,0,GW,0,1,1,0.0,0.0,0.0,0.0,,604880.0,3660478.0,NAD83,CoordinateNotes_c9aa305c,4419.19,3.3,N,NAVD88,,,NAD27,,R,16.0,S,31.0,E,2.122,,,Maljamar NE,Eddy,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-3210.0,12768.0,,,34681,,,0x000000002C39FDAF,1,,13
D1706595-4504-4154-8A3F-012435956786,2015-11-11 00:00:00.000,BW-0008,SiteNames_ab95a19f,SiteID_38a98847,AlternateSiteID_53b160b4,AlternateSiteID2_2788856f,,M,0,GW,0,1,1,0.0,0.0,0.0,0.0,,374434.0,3599842.0,NAD83,CoordinateNotes_e21b76d0,5200.0,,R,,,,NAD27,,R,21.0,S,4.0,E,22.222,,,Organ,Dona Ana,NM,LocationNotes_cd37213c,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,16722.0,5962.0,,,33198,,,0x000000002C39FDB0,1,,13
C67AA1DE-A69C-45C9-A799-0125D22A7D7F,2015-01-27 00:00:00.000,NM-05092,SiteNames_deb55a42,SiteID_5053a877,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,256541.0,3560134.0,NAD83,CoordinateNotes_fa431b7a,4090.0,5.0,M,NGVD29,,,NAD83,T,M,,,,,,,,Akela,Luna,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-9816.0,-1726.0,,463527100,25996,32.153430060450454,-107.56623205243244,0x000000002C39FDB1,0,,13
9AD57C8E-83C5-4F83-BE9A-01272097D5D0,2015-02-26 00:00:00.000,NM-27083,SiteNames_9d6973c2,SiteID_38a98847,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,0,1,0.0,0.0,0.0,0.0,,299649.0,3763250.0,NAD83,CoordinateNotes_fd3848e5,6274.0,,R,,,,NAD27,,R,,,,,,,,Granite Mountain,Socorro,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,1594.0,-16640.0,,,30845,,,0x000000002C39FDB2,1,,13
B05310A7-A7ED-46B2-948A-01282BF360B8,2015-01-27 00:00:00.000,NM-15681,SiteNames_e88f6db9,SiteID_8a175c09,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,630504.0,3745124.0,NAD83,CoordinateNotes_de526a7d,4421.0,2.5,M,NGVD29,,,NAD83,S,M,,,,,,,,Elida SE,Roosevelt,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,706.0,-1846.0,,463527100,14920,33.83845834936937,-103.59054200963963,0x000000002C39FDB3,0,,13
9A10BABD-F60A-4D9E-ABA1-0128C9F6CEE4,2015-01-27 00:00:00.000,NM-10094,SiteNames_b82d7ad1,SiteID_4249b96e,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,541011.0,3619190.0,NAD83,CoordinateNotes_9914a59e,3516.0,,U,NGVD29,,,NAD83,T,M,,,,,,,,Espuela,Eddy,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-8388.0,-18840.0,,463527100,17812,32.709548190270276,-104.54747694756756,0x000000002C39FDB4,0,,13
2EFCAF4A-5172-4E46-94CB-01298B2B1FB4,2015-12-11 00:00:00.000,SO-0081,SiteNames_14e2ee6c,SiteID_38a98847,AlternateSiteID_9dc5cff4,AlternateSiteID2_2788856f,,U,0,GW,0,1,1,0.0,0.0,0.0,0.0,,310323.0,3821958.0,NAD83,CoordinateNotes_e21b76d0,5036.0,,R,,,,NAD27,,R,4.0,N,1.0,W,14.111,,,Belen SW,Socorro,NM,LocationNotes_7cb8fdc4,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-13576.0,-5872.0,,,34206,,,0x000000002C39FDB5,1,,13
BF9FFFFE-4B48-4566-A8D5-012E719C5D0B,2015-12-03 00:00:00.000,BW-0752,SiteNames_14e2ee6c,SiteID_38a98847,AlternateSiteID_cce30a3a,AlternateSiteID2_2788856f,,U,0,GW,0,1,1,0.0,0.0,0.0,0.0,,643213.0,3870196.0,NAD83,CoordinateNotes_79920d25,4138.2,3.3,N,NAVD88,,,NAD27,,R,9.0,N,32.0,E,1.433,,,Tucumcari SE,Quay,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,6838.0,-8954.0,,,33965,,,0x000000002C39FDB6,1,,13
BB954AA6-536F-485B-B380-012F9605E9FF,2015-01-27 00:00:00.000,NM-18601,SiteNames_97fe5466,SiteID_79f20735,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,621622.0,3826950.0,NAD83,CoordinateNotes_c945a9ff,4389.0,5.0,M,NGVD29,,,NAD83,S,M,,,,,,,,Saint Vrain,Curry,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-18296.0,17440.0,,407,11602,34.57469381711711,-103.64228551882884,0x000000002C39FDB7,0,,13
4CAA87AE-03EA-4FFD-B641-0130AD706124,2014-10-17 00:00:00.000,NM-02240,SiteNames_0740bbb1,SiteID_cb42505d,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,149406.0,3582290.0,NAD83,CoordinateNotes_0d4585b8,4162.0,5.0,M,NGVD29,321515.06468468474,1085042.1287456912,NAD27,M,M,23.0,S,20.0,W,36.444,,,Gary,HIDALGO,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,714707.0,3577840.0,,863700200,2142,32.318933454684675,-108.71630958881168,0x000000002C39FDB8,0,,13
BC01CA43-8BFB-46A3-84D8-0130ADD6A93C,2013-06-25 00:00:00.000,MG-027,SiteNames_8d08d413,SiteID_38a98847,AlternateSiteID_80145d3e,AlternateSiteID2_2788856f,2013-06-19 00:00:00.000,C,0,GW,0,1,1,0.0,0.0,0.0,0.0,,292763.0,3779647.0,NAD83,CoordinateNotes_5a57b500,6284.9,3.3,N,NAVD88,34.13813486486486,-107.24780344110364,,,G,,,,,,,,Granite Mountain,SOCORRO,NM,LocationNotes_926a2fcf,2014-03-17 00:00:00.000,2013-07-29 00:00:00.000,WLReportNote_467d1a21,ChemistryReportNote_fdeef3ba,-4886.0,-348.0,Magdalena,,5089,,,0x000000002C39FDB9,1,,13
BD908227-6A17-4751-9E41-01333D77CB50,2015-01-27 00:00:00.000,NM-06422,SiteNames_e9faae00,SiteID_a5f2d808,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,653554.0,3597476.0,NAD83,CoordinateNotes_c3933719,3350.2,2.5,M,NGVD29,,,NAD83,S,M,,,,,,,,Rattlesnake Canyon,Lea,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,-19608.0,14096.0,,463527100,29790,32.50100177099099,-103.33600392864864,0x000000002C39FDBA,0,,13
878D91C5-388B-4803-834E-0136C48B5058,2015-01-27 00:00:00.000,NM-16095,,SiteID_35514b42,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,664180.0,3748952.0,NAD83,CoordinateNotes_deb8dda3,4284.0,2.5,M,NGVD29,,,NAD83,U,M,,,,,,,,Dora,Roosevelt,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,5644.0,-10378.0,,463500200,22236,33.86909136450451,-103.23327103315316,0x000000002C39FDBB,0,,13
594E8158-B4E2-43E6-A6EA-01373F38FE62,2015-01-27 00:00:00.000,NM-20661,SiteNames_35f18191,SiteID_49d0e410,AlternateSiteID_5ce57898,AlternateSiteID2_2788856f,,U,0,GW,0,1,0,0.0,0.0,0.0,0.0,,683992.0,3868376.0,NAD83,CoordinateNotes_8a3a8189,4411.0,15.0,M,NGVD29,,,NAD83,S,M,,,,,,,,Bellview,Curry,NM,LocationNotes_63453ba9,,,WLReportNote_8f130157,ChemistryReportNote_0187137c,7772.0,16676.0,,14,23743,34.942522364234236,-103.003817541982,0x000000002C39FDBC,0,,13
